frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 0 446.85 390.2 NaN NaN Saccade 1694944888 NA
1 1 446.31 387.54 960.32 375.28 Fixation 1694961457 Scene
1 1 444.97 381.56 959.41 368.56 Fixation 1694978423 Scene
2 2 446.42 378.31 959.48 373.16 Fixation 1694994613 Scene
2 2 446.58 378.04 959.66 372.87 Fixation 1695011308 Scene
3 2 445.91 375.64 960.36 371.87 Fixation 1695027906 Scene
3 2 445.16 376.14 959.6 372.37 Fixation 1695044452 Scene
4 3 445.23 376.58 958.79 374.1 Fixation 1695061163 Scene
4 3 445.11 375.96 958.73 373.41 Fixation 1695077537 Scene
5 4 443.71 376.36 958.03 375.36 Fixation 1695094130 Scene
5 4 443.01 375.25 957.33 374.2 Fixation 1695110774 Scene
6 5 442.61 375.74 959.29 376.54 Fixation 1695127488 Scene
6 5 440.24 375.27 956.9 375.99 Fixation 1695143927 Scene
7 6 438.01 368 953.77 373.39 Fixation 1695160513 Scene
7 6 437.13 366.78 952.94 372.05 Fixation 1695177207 Scene
8 7 436.92 365.06 954.05 375.11 Fixation 1695193786 Scene
8 7 435.47 364.38 952.63 374.33 Fixation 1695210283 Scene
9 7 434.79 364.26 957.19 376.53 Fixation 1695226971 Scene
9 7 433.71 360.95 956.56 372.84 Fixation 1695243665 Scene
10 8 433.43 357.99 951.37 375.34 Fixation 1695260286 Scene
10 8 434.44 357.87 NaN NaN Saccade 1695276695 NA
11 9 447.62 355.51 NaN NaN Saccade 1695293271 NA
11 9 457.73 354.94 NaN NaN Saccade 1695309888 NA
12 10 458.67 355.23 974.2 375.44 Fixation 1695326739 Scene
12 10 458.87 354.41 974.43 374.57 Fixation 1695343153 Scene
13 11 459.98 355.13 972.8 373.98 Fixation 1695359904 Scene
13 11 462.42 354.45 975.31 373.27 Fixation 1695376395 Scene
14 12 462.44 354.7 971.49 375.86 Fixation 1695393081 Scene
14 12 463.97 354.28 973.06 375.41 Fixation 1695409528 Scene
15 12 465.55 353.78 971.62 377.49 Fixation 1695426004 Scene
15 12 466.65 352.42 972.91 375.95 Fixation 1695442992 Scene
16 13 467.79 352.23 970.8 378.78 Fixation 1695459373 Scene
16 13 468.8 352.46 971.81 379.02 Fixation 1695475988 Scene
17 14 472.38 351.17 969.58 379 Fixation 1695492435 Scene
17 14 472.21 350.73 969.42 378.54 Fixation 1695509087 Scene
18 15 472.29 351.54 967.91 377.16 Fixation 1695525643 Scene
18 15 473.65 351.83 969.28 377.43 Fixation 1695542384 Scene
19 16 473.54 351.92 964.77 376.55 Fixation 1695558898 Scene
19 16 474.05 353.8 965.31 378.49 Fixation 1695575529 Scene
20 17 474.75 353.56 NaN NaN Saccade 1695592141 NA
20 17 482.99 355.04 NaN NaN Saccade 1695608612 NA
21 17 525.29 354.18 NaN NaN Saccade 1695625294 NA
21 17 540.13 352.67 NaN NaN Saccade 1695641871 NA
22 18 540.27 352.08 1026.43 377.1 Fixation 1695658509 Scene
22 18 541.66 351.48 1027.85 376.43 Fixation 1695675169 Scene
23 19 541.65 351.72 1027.71 373.99 Fixation 1695691796 Scene
23 19 542.73 352.89 1028.81 375.17 Fixation 1695708099 Scene
24 20 542.89 352.75 1027.09 372.99 Fixation 1695724926 Scene
24 20 543.39 352.53 1027.61 372.74 Fixation 1695741545 Scene
25 21 544.05 353.7 1025.32 371.62 Fixation 1695758154 Scene
25 21 545.1 355.4 1026.32 373.45 Fixation 1695774641 Scene
26 22 546.43 356.97 1026.62 373.42 Fixation 1695791229 Scene
26 22 546.19 355.62 1026.36 372.01 Fixation 1695807792 Scene
26 22 550.1 354.13 1030.31 370.29 Fixation 1695824371 Scene
27 22 549.42 353.91 1025.26 374.15 Fixation 1695841140 Scene
28 23 548.53 353.76 NaN NaN Saccade 1695857710 NA
28 23 512.79 441.1 NaN NaN Saccade 1695874257 NA
29 24 442.24 349.9 NaN NaN Saccade 1695890818 NA
