frame_etg frame_gar X Y X_gar Y_gar event_type code loc
1 1 432.97 331.35 941.4 474.12 Fixation 352801724 Scene
1 1 434.45 328.89 NaN NaN Saccade 352818314 NA
2 2 467.09 336.79 NaN NaN Saccade 352834818 NA
2 2 475.72 329.65 NaN NaN Saccade 352851367 NA
2 2 475.33 329.47 992.99 466.84 Fixation 352868031 Scene
3 3 475.89 328 989.44 469.39 Fixation 352884726 Scene
3 3 474.77 325.03 988.24 466.28 Fixation 352901216 Scene
4 3 474.15 323.99 994.69 462.02 Fixation 352917913 Scene
5 4 473.69 322.96 995.95 462.87 Fixation 352934336 Scene
5 4 472.96 323.81 995.29 463.77 Fixation 352950981 Scene
5 4 472.63 322.83 994.88 462.79 Fixation 352967781 Scene
6 5 469.87 323.82 991.93 463.61 Fixation 352984228 Scene
7 6 469.94 324.25 987.52 463.04 Fixation 353000778 Scene
7 6 465.85 324.98 983.53 464 Fixation 353017456 Scene
8 7 464.36 325.03 991.23 458.57 Fixation 353034014 Scene
8 7 463.76 324.44 990.56 457.99 Fixation 353050578 Scene
9 7 463.17 329.58 985.78 462.72 Fixation 353067208 Scene
9 7 462.32 329.81 984.95 462.99 Fixation 353083918 Scene
9 7 463.02 331.95 985.76 465.08 Fixation 353100472 Scene
10 8 462.64 333.19 992.46 465.99 Fixation 353116988 Scene
11 9 461.81 336.15 986.7 467.98 Fixation 353133435 Scene
11 9 460.99 336.29 985.89 468.16 Fixation 353150191 Scene
11 9 460.64 339.29 985.78 471.22 Fixation 353166964 Scene
12 10 459.8 339.69 NaN NaN Saccade 353183356 NA
13 11 442.12 345.12 NaN NaN Saccade 353200006 NA
13 11 405.08 347.71 NaN NaN Saccade 353216618 NA
13 11 398.58 342.72 NaN NaN Saccade 353233101 NA
14 12 396.42 341.41 919.87 466.15 Fixation 353249834 Scene
15 12 394.64 337.56 913.23 460.45 Fixation 353266324 Scene
15 12 394.59 337.77 913.19 460.67 Fixation 353282951 Scene
15 12 394.09 338.1 912.72 461.04 Fixation 353299535 Scene
16 13 392.18 339.12 909.16 460.75 Fixation 353316220 Scene
17 14 392.93 339.07 908.26 461.42 Fixation 353332627 Scene
17 14 392.72 338.71 908.03 461.05 Fixation 353349272 Scene
17 14 392.04 339.96 907.44 462.41 Fixation 353365877 Scene
18 15 390.45 342.58 905.04 465.33 Fixation 353382668 Scene
19 16 389.91 345.47 905.21 467.01 Fixation 353399135 Scene
