frame_etg frame_gar X Y X_gar Y_gar event_type code loc
1 1 472.78 465.5 936.75 588.94 Fixation 2595948880 Scene
1 1 472.9 470.27 936.12 594.59 Fixation 2595965553 Scene
2 2 471.59 470.31 942.27 586.68 Fixation 2595981986 Scene
2 2 471.83 472.88 937.41 589.11 Fixation 2595998634 Scene
3 2 473.61 473.5 934.98 591.54 Fixation 2596015115 Scene
3 2 473.69 472.68 934.98 586.68 Fixation 2596031748 Scene
3 2 473.72 470.78 934.98 593.97 Fixation 2596048440 Scene
4 3 473.88 473.34 937.41 596.4 Fixation 2596064988 Scene
5 4 474.5 475.52 930.12 606.12 Fixation 2596081583 Scene
5 4 474.09 473.01 934.98 606.12 Fixation 2596098284 Scene
5 4 475.59 476.51 932.55 603.69 Fixation 2596114720 Scene
6 5 475.84 478.57 917.97 610.98 Fixation 2596131276 Scene
7 6 480.22 473.03 992.54 550.88 Fixation 2596147971 Scene
7 6 472.66 489.83 985.15 568.55 Fixation 2596164598 Scene
7 6 475.9 486.97 988.37 565.61 Fixation 2596181263 Scene
8 7 469.67 485.65 983.44 540.37 Fixation 2596197827 Scene
9 7 467.89 480.48 915.54 601.26 Fixation 2596214323 Scene
9 7 468.57 482.58 925.26 598.83 Fixation 2596231016 Scene
10 8 468.07 484.46 910.68 615.84 Fixation 2596247641 Scene
10 8 466.66 489.32 910.68 618.27 Fixation 2596264097 Scene
11 9 466.87 489.54 903.39 642.58 Fixation 2596280575 Scene
11 9 464.52 490.39 905.82 647.44 Fixation 2596297180 Scene
11 9 466.7 490.77 900.96 642.58 Fixation 2596313884 Scene
12 10 464.01 494.31 925.26 623.13 Fixation 2596330481 Scene
13 11 464.44 493.23 920.4 615.84 Fixation 2596347018 Scene
13 11 464.48 493.72 915.54 618.27 Fixation 2596363561 Scene
13 11 463.96 496.84 915.54 625.56 Fixation 2596380224 Scene
14 12 465.28 494.79 925.26 627.99 Fixation 2596396798 Scene
14 12 465.19 490.86 915.54 632.85 Fixation 2596413299 Scene
15 12 463.18 492.55 915.54 645.01 Fixation 2596429935 Scene
15 12 461.94 495.88 908.25 652.3 Fixation 2596446609 Scene
16 13 464.81 493.43 908.25 659.59 Fixation 2596463169 Scene
17 14 463.54 495.53 915.54 652.3 Fixation 2596479718 Scene
17 14 463.9 493.84 917.97 652.3 Fixation 2596496310 Scene
17 14 463.33 493.23 920.4 657.16 Fixation 2596512974 Scene
18 15 463.64 494.84 917.97 662.02 Fixation 2596529518 Scene
18 15 463.12 493.17 910.68 662.02 Fixation 2596546072 Scene
