frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 0 837.07 296.38 1920 450.58 Fixation 1386124931 In-vehicle:rvmirror
1 1 841.99 294.62 1920 494.32 Fixation 1386141357 In-vehicle:rvmirror
2 2 847.17 295.4 1920 504.04 Fixation 1386158097 In-vehicle:rvmirror
2 2 849.61 295.17 1920 508.91 Fixation 1386174582 In-vehicle:rvmirror
2 2 686.15 653.65 1920 499.18 Fixation 1386191137 In-vehicle:rvmirror
3 2 847.22 291.61 1920 499.18 Fixation 1386207796 In-vehicle:rvmirror
3 2 1886.38 654.47 NaN NaN Saccade 1386224471 NA
4 3 855.05 290.21 NaN NaN Saccade 1386240996 NA
4 3 -798.14 546.99 NaN NaN Saccade 1386257511 NA
5 4 663.25 324.84 NaN NaN Saccade 1386274238 NA
5 4 546.96 349.32 NaN NaN Saccade 1386290781 NA
6 5 495.41 364.96 NaN NaN Saccade 1386307432 NA
6 5 479.83 365.43 1062.19 516.08 Fixation 1386324051 Scene
7 6 498.86 365.08 1085.1 508.41 Fixation 1386340508 Scene
7 6 500.41 362 1086.27 505.55 Fixation 1386357113 Scene
8 7 501.57 361.87 1080.75 507.5 Fixation 1386373728 Scene
8 7 499.39 368.43 1079.11 513.69 Fixation 1386390423 Scene
9 7 503.73 357.47 1076.71 507.5 Fixation 1386406840 Scene
9 7 505.47 357.23 1078.14 507.03 Fixation 1386423386 Scene
10 8 505.67 353.96 1085.37 504.71 Fixation 1386439996 Scene
10 8 509.48 351.88 1088.54 501.96 Fixation 1386456643 Scene
11 9 513.11 351.22 1075.45 503.06 Fixation 1386473178 Scene
11 9 512.93 351.51 1075.28 503.34 Fixation 1386489822 Scene
12 10 517.32 352.74 1078.43 511.56 Fixation 1386506365 Scene
12 10 520.42 351.36 1081.06 509.9 Fixation 1386522983 Scene
13 11 521 351.72 1083.06 505.91 Fixation 1386539635 Scene
13 11 524.82 352.7 1086.4 506.25 Fixation 1386556135 Scene
14 12 524.6 351.32 1084.35 507.54 Fixation 1386572737 Scene
14 12 529.89 349.57 1089.02 505.14 Fixation 1386589490 Scene
15 12 531.3 346.99 1053.65 482.39 Fixation 1386605974 Scene
15 12 534.67 345.17 1056.55 480.25 Fixation 1386622476 Scene
16 13 534.18 343.38 1079.37 495.11 Fixation 1386639110 Scene
16 13 537.73 341.81 1082.24 493.25 Fixation 1386656077 Scene
17 14 540.7 341.88 1084.75 496.7 Fixation 1386672363 Scene
17 14 -47929.08 2483.2 NaN NaN Fixation 1386688982 In-vehicle:other
18 15 523.08 365.49 1066.1 534.76 Fixation 1386705483 Scene
18 15 523.76 365.41 1066.77 534.56 Fixation 1386722113 Scene
19 16 547.72 343.1 1068.63 506.57 Fixation 1386738744 Scene
19 16 550.22 344.53 1070.72 507.46 Fixation 1386755250 Scene
20 17 552.63 345.07 NaN NaN Saccade 1386771929 NA
20 17 544.07 342.84 NaN NaN Saccade 1386788502 NA
21 17 508.69 334.38 NaN NaN Saccade 1386805132 NA
21 17 491.54 330.68 NaN NaN Saccade 1386821745 NA
22 18 488.2 329.99 1018.99 526.24 Fixation 1386838304 Scene
22 18 495.09 324.38 1024.7 520 Fixation 1386854879 Scene
23 19 497.13 322.94 1010.53 545.04 Fixation 1386871515 Scene
23 19 497.62 328.22 1010.57 550.57 Fixation 1386888006 Scene
24 20 502.44 317.71 1023.6 543.37 Fixation 1386904625 Scene
24 20 502.8 312.56 1023.63 538.53 Fixation 1386921404 Scene
25 21 503.94 310.88 NaN NaN Saccade 1386937888 NA
25 21 504.2 304.55 NaN NaN Saccade 1386954585 NA
26 22 389.8 620.62 NaN NaN Saccade 1386971968 NA
26 22 505.1 292.64 NaN NaN Saccade 1386987994 NA
27 22 505.88 286.37 NaN NaN Saccade 1387004426 NA
27 22 504.66 292.27 NaN NaN Saccade 1387021095 NA
28 23 475.9 378.05 NaN NaN Saccade 1387037411 NA
28 23 -198.21 345.18 NaN NaN Saccade 1387054097 NA
29 24 253.98 647.16 NaN NaN Saccade 1387070870 NA
29 24 199.16 323.29 NaN NaN Saccade 1387087448 NA
30 25 425.15 604.2 NaN NaN Saccade 1387104040 NA
30 25 165.51 508.33 NaN NaN Saccade 1387120467 NA
31 26 167.43 505.53 NaN NaN Saccade 1387137151 NA
31 26 3549.85 51.02 NaN NaN Saccade 1387153816 NA
32 27 445.04 583.35 NaN NaN Saccade 1387170409 NA
32 27 447.75 575.08 NaN NaN Fixation 1387186831 In-vehicle:speedometer
33 27 175.13 492.67 NaN NaN Fixation 1387203464 In-vehicle:speedometer
33 27 450.96 560.77 NaN NaN Fixation 1387220164 In-vehicle:speedometer
34 28 452.69 554.2 NaN NaN Fixation 1387236735 In-vehicle:speedometer
34 28 454.68 547.69 NaN NaN Fixation 1387253325 In-vehicle:speedometer
35 29 453.85 542.76 NaN NaN Fixation 1387269992 In-vehicle:speedometer
35 29 448.34 536.77 NaN NaN Fixation 1387286582 In-vehicle:speedometer
36 30 455.48 540.6 NaN NaN Fixation 1387303161 In-vehicle:speedometer
36 30 452.13 537.54 NaN NaN Saccade 1387319763 NA
37 31 457.48 537.74 NaN NaN Saccade 1387336264 NA
37 31 493.77 527.11 NaN NaN Saccade 1387352748 NA
38 32 478.61 508.69 NaN NaN Saccade 1387369655 NA
38 32 -321.4 -104.82 NaN NaN Saccade 1387386198 NA
39 32 503.4 512.81 NaN NaN Saccade 1387402635 NA
39 32 133.74 535.12 NaN NaN Saccade 1387419288 NA
40 33 -280.04 -78.63 NaN NaN Saccade 1387435795 NA
40 33 -325.09 -283.67 NaN NaN Saccade 1387452365 NA
41 34 524.88 493.91 NaN NaN Saccade 1387469114 NA
41 34 527.85 493.11 NaN NaN Saccade 1387485935 NA
42 35 528.41 488.88 NaN NaN Fixation 1387502317 In-vehicle:speedometer
42 35 -116.71 113.91 NaN NaN Fixation 1387518973 In-vehicle:speedometer
43 36 530.4 485.14 NaN NaN Fixation 1387535350 In-vehicle:speedometer
43 36 516.17 476.99 NaN NaN Fixation 1387552062 In-vehicle:speedometer
44 37 494.33 463.12 NaN NaN Fixation 1387568978 In-vehicle:speedometer
44 37 495.53 462.25 NaN NaN Fixation 1387585446 In-vehicle:speedometer
45 37 396.55 549.95 NaN NaN Fixation 1387601784 In-vehicle:speedometer
45 37 516.55 469.58 NaN NaN Saccade 1387618449 NA
46 38 412.07 550.18 NaN NaN Saccade 1387635000 NA
46 38 528.68 462.55 NaN NaN Fixation 1387651714 In-vehicle:speedometer
47 39 414.28 551.47 NaN NaN Fixation 1387668370 In-vehicle:speedometer
47 39 536.55 464.71 NaN NaN Fixation 1387684864 In-vehicle:speedometer
48 40 508.63 459 NaN NaN Fixation 1387701333 In-vehicle:speedometer
48 40 509.16 459.21 NaN NaN Fixation 1387717971 In-vehicle:speedometer
49 41 417.18 552.01 NaN NaN Fixation 1387734526 In-vehicle:speedometer
49 41 539.3 470.35 NaN NaN Fixation 1387751088 In-vehicle:speedometer
50 42 371.35 288.51 857.61 524.06 Fixation 1387768087 Scene
50 42 539.23 476.72 NaN NaN Fixation 1387784276 In-vehicle:speedometer
51 42 538.15 481.8 NaN NaN Fixation 1387801139 In-vehicle:speedometer
51 42 538.83 482.36 NaN NaN Blink 1387817712 NA
51 42 538.74 451.01 NaN NaN Blink 1387834099 NA
52 43 281.27 662.17 NaN NaN Blink 1387850728 NA
53 44 -345.27 155.36 NaN NaN Blink 1387867594 NA
53 44 344.65 492.14 NaN NaN Blink 1387884304 NA
54 45 NaN NaN NaN NaN Blink 1387900568 NA
54 45 432.59 372.62 NaN NaN Blink 1387917217 NA
55 46 306.88 632.06 NaN NaN Blink 1387933798 NA
55 46 526.35 264.86 NaN NaN Blink 1387950307 NA
56 47 364.04 284.27 NaN NaN Blink 1387966833 NA
56 47 541.93 266.89 NaN NaN Blink 1387983626 NA
57 47 353.99 491.78 NaN NaN Blink 1388000195 NA
57 47 542.87 266.91 NaN NaN Blink 1388016889 NA
58 48 540.27 265.6 998.44 494.84 Fixation 1388033349 Scene
58 48 544.27 265.1 1001.99 494.08 Fixation 1388049775 Scene
59 49 544.56 264.27 999.06 493.31 Fixation 1388066459 Scene
59 49 544.1 261.37 998.54 490.74 Fixation 1388083373 Scene
60 50 544.79 260.16 1004.12 488.62 Fixation 1388099738 Scene
60 50 232.04 332.11 705.21 580.77 Fixation 1388116245 Scene
61 51 545.19 252.83 1002.98 481.25 Fixation 1388132749 Scene
61 51 545.65 252.98 1003.4 481.36 Fixation 1388149383 Scene
62 52 546.59 250.35 NaN NaN Saccade 1388166997 NA
62 52 545.99 246.83 NaN NaN Saccade 1388182697 NA
62 52 544.77 239.95 NaN NaN Saccade 1388199350 NA
63 52 543.16 240.02 1005.76 477.61 Fixation 1388215908 Scene
64 53 540.61 237.25 991.56 471.99 Fixation 1388232538 Scene
64 53 539.3 236.86 990.5 471.72 Fixation 1388249036 Scene
65 54 541.57 234.95 1001.15 469.06 Fixation 1388265842 Scene
65 54 542.31 233.71 1001.71 467.93 Fixation 1388282361 Scene
66 55 540 231.95 1005.83 468.22 Fixation 1388298760 Scene
66 55 538.83 233.25 1004.9 469.49 Fixation 1388315301 Scene
66 55 539.13 231.55 1005.04 467.91 Fixation 1388332105 Scene
67 56 538.1 228.09 1002.45 464.22 Fixation 1388348494 Scene
68 57 537.52 227.92 1001.63 464.03 Fixation 1388365411 Scene
68 57 537.54 227.69 1001.64 463.82 Fixation 1388382154 Scene
69 57 536.36 227.78 1003.32 460.5 Fixation 1388398386 Scene
69 57 536.08 225.32 1002.99 458.35 Fixation 1388414883 Scene
70 58 536.01 225.15 1012.79 457.47 Fixation 1388431657 Scene
70 58 534.65 223.78 1011.51 456.29 Fixation 1388448224 Scene
71 59 532.72 222.81 NaN NaN Saccade 1388464733 NA
71 59 519.26 226.15 NaN NaN Saccade 1388481456 NA
72 60 518.39 225.92 NaN NaN Saccade 1388497963 NA
72 60 527.22 224.46 NaN NaN Saccade 1388514553 NA
73 61 527.75 226.99 1004.46 480.93 Fixation 1388531185 Scene
73 61 526.9 228.69 1003.6 482.57 Fixation 1388547605 Scene
74 62 524.51 229.15 1007.73 484.32 Fixation 1388564382 Scene
74 62 521.2 229.13 1004.84 484.42 Fixation 1388580980 Scene
75 62 519.02 229.28 980.55 487.7 Fixation 1388597544 Scene
75 62 516.57 229.28 978.8 487.8 Fixation 1388614216 Scene
76 63 514.1 227.77 977.89 485.43 Fixation 1388630810 Scene
76 63 508.55 228.8 NaN NaN Saccade 1388647258 NA
77 64 491.36 269.18 NaN NaN Saccade 1388663867 NA
77 64 440.33 367.39 NaN NaN Saccade 1388681357 NA
78 65 398.63 461.72 NaN NaN Saccade 1388697167 NA
