frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 0 433.53 317.57 818.15 479.77 Fixation 2398726517 Scene
0 0 436.84 320.73 839.5 486.46 Fixation 2398743098 Scene
1 1 437.68 322.65 654.25 483.94 Fixation 2398759753 Scene
1 1 440.58 322.19 657.19 483.06 Fixation 2398776386 Scene
2 2 443.33 321.92 595.99 482.72 Fixation 2398792825 Scene
3 3 445.35 323.4 666.72 490.83 Fixation 2398809501 Scene
3 3 446.9 321.78 667.86 488.95 Fixation 2398826135 Scene
4 3 448.44 323.5 NaN NaN Saccade 2398842715 NA
4 3 430.36 308.26 NaN NaN Saccade 2398859253 NA
5 4 403.85 286.98 NaN NaN Saccade 2398875897 NA
5 4 380.37 278.35 NaN NaN Saccade 2398892481 NA
6 5 379.73 276.33 589.13 453.76 Fixation 2398909230 Scene
6 5 380.64 275.54 589.92 452.74 Fixation 2398925804 Scene
6 5 380.43 274.4 589.37 451.49 Fixation 2398942205 Scene
7 6 382.48 272.37 600.1 456.26 Fixation 2398958888 Scene
8 7 382.57 270.35 598.4 455.68 Fixation 2398975480 Scene
8 7 383.24 268.75 598.72 453.9 Fixation 2398992066 Scene
9 8 385.8 263.05 605.28 447.99 Fixation 2399008673 Scene
9 8 388.55 261.16 607.46 445.8 Fixation 2399025182 Scene
10 8 388.46 259.29 600.42 442.37 Fixation 2399041892 Scene
10 8 391.24 258.22 602.85 440.96 Fixation 2399058521 Scene
11 9 395.57 258.22 603.9 437.95 Fixation 2399075089 Scene
11 9 397.9 259.45 606.56 438.94 Fixation 2399091560 Scene
12 10 400.45 259.59 612.84 435.53 Fixation 2399108224 Scene
12 10 397.4 262.73 610.56 439.07 Fixation 2399124858 Scene
13 11 328.59 284.15 NaN NaN Saccade 2399141453 NA
13 11 246.52 329.71 NaN NaN Saccade 2399158062 NA
14 12 260.62 314.82 NaN NaN Saccade 2399174671 NA
14 12 40.03 402.93 NaN NaN Saccade 2399191173 NA
15 13 -29.86 416.01 NaN NaN Saccade 2399207854 NA
15 13 -44.47 420.29 NaN NaN Saccade 2399224439 NA
16 13 -45.43 419.49 95.67 750.87 Fixation 2399241049 Scene
16 13 -47.61 417.38 189.16 730.83 Fixation 2399257638 Scene
16 13 523.5 634.52 NaN NaN Fixation 2399274301 In-vehicle:speedometer
17 14 -38.24 402.44 125.72 734.17 Fixation 2399290745 Scene
18 15 -36.51 398.49 172.47 714.13 Fixation 2399307375 Scene
18 15 -33.69 392.28 115.7 747.53 Fixation 2399324046 Scene
18 15 -33.33 396.35 152.43 780.92 Fixation 2399340634 Scene
19 16 -32.41 385.22 135.73 777.58 Fixation 2399357162 Scene
20 17 -33.84 389.84 122.38 800.95 Fixation 2399373677 Scene
20 17 -32.23 390.27 NaN NaN Saccade 2399390318 NA
20 17 -37.03 383.55 NaN NaN Saccade 2399406975 NA
21 18 -59.12 366.44 NaN NaN Saccade 2399423583 NA
22 18 -65.22 369.73 82.31 787.6 Fixation 2399440116 Scene
22 18 -66.8 367.2 155.77 714.13 Fixation 2399456764 Scene
23 19 -67.34 362.45 102.34 724.15 Fixation 2399473436 Scene
23 19 -67.3 360.88 149.09 697.44 Fixation 2399489919 Scene
24 20 -68.16 360.54 92.33 734.17 Fixation 2399506568 Scene
24 20 -70.77 358.31 135.73 717.47 Fixation 2399523109 Scene
24 20 -71.68 358.81 125.72 737.51 Fixation 2399539706 Scene
25 21 -70.49 356.11 NaN NaN Blink 2399556428 NA
26 22 -58.96 353.18 NaN NaN Blink 2399572931 NA
26 22 59.44 3559.87 NaN NaN Blink 2399589481 NA
27 23 230.97 303.41 NaN NaN Blink 2399606135 NA
27 23 333.41 293.99 NaN NaN Blink 2399622715 NA
28 23 393.32 296.83 NaN NaN Blink 2399640309 NA
28 23 396.21 291.06 NaN NaN Blink 2399655940 NA
29 24 396.01 289.13 641.91 479.29 Fixation 2399672729 Scene
29 24 394.22 286.14 639.57 476.54 Fixation 2399689151 Scene
30 25 391.17 286.16 652.7 473.47 Fixation 2399705729 Scene
