frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 3 506.18 376.03 NaN NaN Blink 1534673142 NA
1 4 505.41 331.35 NaN NaN Blink 1534689753 NA
1 4 503.88 311.85 NaN NaN Blink 1534706313 NA
2 5 504.3 313.17 955.73 464.42 Fixation 1534722888 Scene
3 6 505.91 320.03 974.75 476.38 Fixation 1534739529 Scene
3 6 504.78 316.39 974.75 469.26 Fixation 1534756169 Scene
3 6 504.32 313.75 974.75 469.26 Fixation 1534772622 Scene
4 7 504.21 314.32 969.22 445.74 Fixation 1534789263 Scene
5 8 504.1 318.9 989.62 462.35 Fixation 1534805918 Scene
5 8 502.74 316.11 987.93 460.3 Fixation 1534822515 Scene
6 9 502.78 316.6 980.64 465 Fixation 1534839140 Scene
6 9 503.84 314.77 981.29 463.57 Fixation 1534855670 Scene
6 9 502.88 315.32 980.55 463.91 Fixation 1534872213 Scene
7 10 502.76 313.55 966.86 469.11 Fixation 1534888806 Scene
7 10 501.53 312.05 965.96 467.49 Fixation 1534905460 Scene
8 11 500.39 312.6 989.06 451.53 Fixation 1534922137 Scene
8 11 500.83 313.05 990.17 451.62 Fixation 1534938676 Scene
9 12 500.89 314.05 980.45 456.43 Fixation 1534955266 Scene
10 13 500.01 312.82 964.13 457.58 Fixation 1534971860 Scene
10 13 498.8 311.25 963.33 455.99 Fixation 1534988396 Scene
10 13 497.62 310.17 962.49 454.85 Fixation 1535005012 Scene
11 14 497.16 309.85 990.36 451.11 Fixation 1535021642 Scene
11 14 495.44 308.63 988.41 448.78 Fixation 1535038296 Scene
12 15 494.83 307.94 982.6 452.12 Fixation 1535054881 Scene
12 15 494.08 309.47 981.76 453.44 Fixation 1535071372 Scene
13 16 492.26 308.17 998.37 453.12 Fixation 1535088039 Scene
13 16 490.82 308.96 997.05 453.81 Fixation 1535104665 Scene
14 18 490.31 310.48 993.39 471.04 Fixation 1535121266 Scene
14 18 488.99 310.86 NaN NaN Saccade 1535137776 NA
15 19 535.84 334.2 NaN NaN Saccade 1535154405 NA
16 20 650.13 356.89 NaN NaN Saccade 1535170976 NA
16 20 732.98 366.49 NaN NaN Saccade 1535187625 NA
17 21 733.56 365.91 1150.74 509.95 Fixation 1535204126 Scene
17 21 737.47 367.65 1153.01 511.21 Fixation 1535220764 Scene
18 22 737.52 367.65 1130.03 528.09 Fixation 1535237411 Scene
18 22 736.6 367.45 1129.44 527.93 Fixation 1535254041 Scene
18 22 736.82 367.55 1129.55 527.99 Fixation 1535270507 Scene
19 23 736.59 366.74 1190.79 536.06 Fixation 1535287142 Scene
19 23 737.1 366.97 1191.24 536.31 Fixation 1535303738 Scene
20 24 737.66 367.07 1192.04 529.81 Fixation 1535320476 Scene
20 24 738.25 367.08 1184.92 529.81 Fixation 1535336972 Scene
21 25 739.73 366.78 1181.35 551.19 Fixation 1535353559 Scene
21 25 739.8 366.47 1181.35 547.62 Fixation 1535370184 Scene
22 26 743.32 366.23 1184.92 540.5 Fixation 1535386801 Scene
22 26 745.4 366.04 1177.79 544.06 Fixation 1535403501 Scene
23 27 749.33 365.32 1166.44 517.88 Fixation 1535419935 Scene
23 27 752.47 362.49 NaN NaN Saccade 1535436556 NA
24 28 738.21 362.77 NaN NaN Saccade 1535453111 NA
24 28 628.04 359.56 NaN NaN Saccade 1535470234 NA
25 29 512.75 323.95 NaN NaN Saccade 1535486246 NA
25 29 482.7 317.22 NaN NaN Saccade 1535502844 NA
26 30 484.58 315.9 955.36 468.9 Fixation 1535519545 Scene
26 30 485.21 314.05 956.13 467.29 Fixation 1535536169 Scene
27 31 485.85 314.53 922.56 479.98 Fixation 1535552955 Scene
27 31 487.11 314.15 923.58 479.78 Fixation 1535569175 Scene
28 32 487.12 313.26 952.63 467.07 Fixation 1535585829 Scene
28 32 487.61 312.95 953.15 466.79 Fixation 1535602537 Scene
29 33 487.73 311.19 952.4 457.6 Fixation 1535618966 Scene
29 33 488.59 311.94 953.16 458.32 Fixation 1535635668 Scene
30 34 489.01 312.38 945.7 468.91 Fixation 1535652301 Scene
30 34 489.26 311.87 945.95 468.48 Fixation 1535668801 Scene
31 35 489.19 312.18 NaN NaN Saccade 1535685408 NA
31 35 478.53 309.84 NaN NaN Saccade 1535702152 NA
32 36 465.13 305.04 NaN NaN Saccade 1535718688 NA
33 37 465.78 304.88 942.69 451.45 Fixation 1535735315 Scene
33 37 465.68 305.85 942.69 458.57 Fixation 1535751956 Scene
33 37 466.28 303.89 935.56 455.01 Fixation 1535768260 Scene
34 38 466.57 303.95 931.39 451.67 Fixation 1535784926 Scene
34 38 466.89 304.94 931.65 452.56 Fixation 1535801683 Scene
35 39 467.88 306.32 923.21 455.79 Fixation 1535818302 Scene
35 39 468.49 306.25 923.7 455.77 Fixation 1535834842 Scene
36 40 468.44 306.45 935.46 454.09 Fixation 1535851422 Scene
36 40 472.95 304.93 939.51 453.48 Fixation 1535867882 Scene
37 41 474.83 303.56 925.07 456.81 Fixation 1535884500 Scene
37 41 475.4 303.12 925.63 456.47 Fixation 1535901279 Scene
38 42 475.52 302.45 937.32 444.74 Fixation 1535917829 Scene
38 42 475.76 301.39 937.54 444.02 Fixation 1535934457 Scene
39 43 475.52 300.02 927.72 454.52 Fixation 1535951096 Scene
39 43 475.99 300.09 928.13 454.62 Fixation 1535967498 Scene
40 44 475.5 300.11 1064.36 495.61 Fixation 1535984093 Scene
40 44 475.37 300.01 1063.85 495.33 Fixation 1536000828 Scene
41 45 474.39 299.98 914.84 464.01 Fixation 1536017272 Scene
41 45 474.34 299.94 914.8 463.97 Fixation 1536034044 Scene
42 47 474.68 300.04 917.91 454.14 Fixation 1536050581 Scene
42 47 474.88 300.17 918.08 454.26 Fixation 1536067088 Scene
43 48 475.74 299.97 934.68 450.98 Fixation 1536083635 Scene
43 48 476.6 299.48 935.53 450.62 Fixation 1536100271 Scene
44 49 476.57 299.18 923.55 435.54 Fixation 1536116761 Scene
44 49 476.65 299.26 923.6 435.59 Fixation 1536133372 Scene
45 50 477.6 299.57 938.07 455.32 Fixation 1536149997 Scene
45 50 476.96 298.97 937.39 454.68 Fixation 1536166626 Scene
46 51 476.59 299.33 980.64 484.31 Fixation 1536183239 Scene
47 52 476.78 299.43 898.55 457.53 Fixation 1536199801 Scene
47 52 476.28 297.18 897.73 455.09 Fixation 1536216365 Scene
47 52 476.06 297.43 897.52 455.32 Fixation 1536232996 Scene
48 53 475.64 295.8 NaN NaN Saccade 1536249571 NA
48 53 480.95 308.58 NaN NaN Saccade 1536266149 NA
49 54 503.45 332.74 NaN NaN Saccade 1536282730 NA
49 54 503.73 332 954.46 493.99 Fixation 1536299371 Scene
50 55 505.19 331.63 938.67 479.37 Fixation 1536316046 Scene
50 55 505.08 331.12 938.68 478.84 Fixation 1536332586 Scene
51 56 505.23 332.48 946.78 473.32 Fixation 1536349262 Scene
51 56 505.71 332.44 947.25 473.32 Fixation 1536365787 Scene
52 57 505.79 334.08 946.14 479.6 Fixation 1536382387 Scene
53 58 506.35 334.82 992.54 505.74 Fixation 1536398903 Scene
53 58 507.44 335.98 993.93 507.24 Fixation 1536415575 Scene
53 58 508.11 339.63 995.4 511.84 Fixation 1536432180 Scene
54 59 508.98 341.07 925.32 474.83 Fixation 1536448819 Scene
54 59 510.71 343.91 926.65 477.71 Fixation 1536465335 Scene
55 60 512.38 346.15 895.58 474.17 Fixation 1536482121 Scene
55 60 513.39 348.23 896.08 476.04 Fixation 1536498709 Scene
56 61 514.79 350.4 860.71 477.56 Fixation 1536515326 Scene
56 61 516.34 350.44 861.42 477.53 Fixation 1536531955 Scene
57 62 516.93 352.62 941.94 487.15 Fixation 1536548419 Scene
57 62 517.86 353.88 942.89 488.62 Fixation 1536564906 Scene
58 62 518.43 357.64 NaN NaN Saccade 1536581632 NA
58 62 497.24 334.56 NaN NaN Saccade 1536598325 NA
59 63 488.25 321.7 NaN NaN Saccade 1536614781 NA
59 63 488.2 322.2 909.5 454.07 Fixation 1536631457 Scene
60 64 488.24 321.7 961.33 436.35 Fixation 1536648025 Scene
60 64 489.09 321.97 962.37 436.62 Fixation 1536664536 Scene
61 65 490.09 322.1 912.57 443.58 Fixation 1536681129 Scene
61 65 490.78 322.17 913.28 443.7 Fixation 1536697815 Scene
62 66 491.74 324.53 904.99 453.17 Fixation 1536714423 Scene
