frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 10 397.87 240.68 885.96 617.06 Fixation 2287419569 Scene
1 11 399.32 237.52 884.61 615.48 Fixation 2287436084 Scene
1 11 399.94 236.55 894.02 625.12 Fixation 2287452730 Scene
1 11 400.32 233.27 881.93 629.15 Fixation 2287469251 Scene
2 12 399.06 232.05 908.35 534.59 Fixation 2287485970 Scene
3 13 399.19 227.25 NaN NaN Saccade 2287502422 NA
3 13 399.28 227.84 NaN NaN Saccade 2287518998 NA
3 13 396.37 222.62 NaN NaN Saccade 2287535801 NA
4 14 399.48 213.64 NaN NaN Saccade 2287552344 NA
5 14 399.82 211.09 898.04 540.5 Fixation 2287568782 Scene
5 14 396.35 213.49 898.04 544.53 Fixation 2287585478 Scene
6 15 396.77 212.45 902.07 552.59 Fixation 2287602084 Scene
6 15 397.72 209.18 906.1 552.59 Fixation 2287618768 Scene
7 16 397.68 207.16 918.19 536.47 Fixation 2287635384 Scene
7 16 395.09 208.91 914.16 540.5 Fixation 2287651860 Scene
8 17 393.86 204.06 944.31 513.73 Fixation 2287668519 Scene
8 17 392.43 207.53 943.24 516.79 Fixation 2287685101 Scene
9 18 390.32 209.5 927.38 533.21 Fixation 2287701803 Scene
9 18 392.09 203.22 929.56 526.27 Fixation 2287718284 Scene
9 18 389.41 211.02 926.37 534.93 Fixation 2287734935 Scene
10 18 387.21 213.64 934.31 536.47 Fixation 2287751466 Scene
11 19 390.25 212.34 934.77 524.33 Fixation 2287767969 Scene
11 19 389.46 213.33 934.05 525.31 Fixation 2287784644 Scene
12 20 390.39 219.2 925.23 527.25 Fixation 2287801126 Scene
12 20 388.14 222.21 923.14 529.81 Fixation 2287817746 Scene
13 21 383.15 228.13 953.29 571.74 Fixation 2287835334 Scene
13 21 385.05 225.81 958.1 569.34 Fixation 2287850887 Scene
14 22 382.78 226.75 941.28 574.14 Fixation 2287867700 Scene
14 22 381.46 224.71 948.48 569.34 Fixation 2287884270 Scene
15 23 379.18 226.05 953.29 566.93 Fixation 2287900845 Scene
15 23 380.05 225.2 948.48 566.93 Fixation 2287917469 Scene
15 23 380.01 225.4 950.89 566.93 Fixation 2287934268 Scene
16 23 376.48 228.94 898.02 602.98 Fixation 2287950541 Scene
16 23 376.85 229.53 900.42 600.58 Fixation 2287967389 Scene
17 24 377.63 226.87 912.44 578.95 Fixation 2287983798 Scene
18 25 374.11 230.43 917.25 590.96 Fixation 2288000298 Scene
18 25 373.06 231.95 914.84 578.95 Fixation 2288016916 Scene
19 26 374.97 232.14 899.39 551.68 Fixation 2288033624 Scene
19 26 374.89 233.91 898.72 553.83 Fixation 2288050368 Scene
20 27 374.58 235.54 930.83 544.52 Fixation 2288066766 Scene
20 27 374.35 239.55 930.42 548.71 Fixation 2288083355 Scene
21 28 374.1 242.48 895.62 581.35 Fixation 2288099930 Scene
21 28 376.14 241.2 890.81 583.75 Fixation 2288116649 Scene
21 28 379.94 239.1 898.02 576.55 Fixation 2288133154 Scene
22 28 381.7 238.65 886.01 595.77 Fixation 2288149719 Scene
23 29 383.55 232.83 943.84 535.82 Fixation 2288166501 Scene
23 29 383.76 232.96 934.07 554.92 Fixation 2288182989 Scene
24 30 386.04 232.31 929.76 554.29 Fixation 2288199484 Scene
24 30 384.78 233.97 928.32 556.32 Fixation 2288216079 Scene
25 31 385.65 233.84 965.83 545.33 Fixation 2288232668 Scene
25 31 384.36 237.26 965.45 549.12 Fixation 2288249608 Scene
26 32 384.93 235.04 883.6 569.34 Fixation 2288265981 Scene
26 32 386.41 233.81 893.22 571.74 Fixation 2288282430 Scene
27 33 386.83 233.05 930.72 542.78 Fixation 2288298971 Scene
27 33 386.1 233.6 930.02 543.33 Fixation 2288315729 Scene
27 33 380.9 235.56 925.16 545.28 Fixation 2288332561 Scene
28 33 383 231.78 891.11 550.02 Fixation 2288348969 Scene
29 34 380.03 233.94 893.22 559.72 Fixation 2288365460 Scene
29 34 378.29 233.01 898.02 564.53 Fixation 2288382123 Scene
30 35 379.01 233.37 937.54 544.31 Fixation 2288398737 Scene
30 35 377.45 237.5 936.05 548.65 Fixation 2288415150 Scene
31 36 376.73 237.28 935.31 553.91 Fixation 2288431891 Scene
31 36 374.3 240.87 932.84 558.11 Fixation 2288448461 Scene
31 36 375.11 241.73 933.63 559.11 Fixation 2288465142 Scene
32 37 371.65 245.71 895.62 581.35 Fixation 2288481679 Scene
33 37 371.6 246.43 899.02 580.29 Fixation 2288498228 Scene
33 37 369.34 248.68 896.95 582.3 Fixation 2288514846 Scene
33 37 370.08 250.05 897.17 583.77 Fixation 2288531468 Scene
34 38 370.07 250.94 888.41 593.37 Fixation 2288548084 Scene
35 39 372.89 250.53 916.18 567.74 Fixation 2288564649 Scene
35 39 370.98 252.33 913.91 569.77 Fixation 2288581244 Scene
36 40 371.94 254.76 940.3 573.52 Fixation 2288597794 Scene
36 40 373.53 255.73 941.89 574.73 Fixation 2288614375 Scene
37 41 374.87 254.82 869.19 607.78 Fixation 2288630847 Scene
37 41 374.89 257.02 871.59 610.19 Fixation 2288647706 Scene
38 42 374.49 259.46 878.8 614.99 Fixation 2288664296 Scene
38 42 374.77 262.35 876.39 617.4 Fixation 2288680870 Scene
39 42 373.68 261.58 876.39 595.77 Fixation 2288697487 Scene
39 42 373.54 262.68 886.01 598.17 Fixation 2288713975 Scene
39 42 373.15 264.26 881.2 598.17 Fixation 2288730602 Scene
40 43 372.79 261.53 876.39 590.96 Fixation 2288747290 Scene
41 44 371.37 260.99 910.04 605.38 Fixation 2288763906 Scene
41 44 367.49 264.4 900.42 600.58 Fixation 2288780354 Scene
42 45 372.69 257.57 888.41 605.38 Fixation 2288796955 Scene
42 45 366.57 262.54 878.8 607.78 Fixation 2288813514 Scene
43 46 366.74 258.75 878.8 610.19 Fixation 2288830399 Scene
43 46 367.38 258.61 873.99 610.19 Fixation 2288847197 Scene
44 47 372.68 251.49 871.59 619.8 Fixation 2288863560 Scene
44 47 374.86 252.2 871.59 614.99 Fixation 2288880001 Scene
45 47 371.69 249.71 852.36 629.41 Fixation 2288896612 Scene
45 47 371.43 251.14 845.16 629.41 Fixation 2288912968 Scene
45 47 366.23 253.38 NaN NaN Blink 2288929675 NA
46 48 366.09 260.59 NaN NaN Blink 2288946322 NA
46 48 352.67 303.34 NaN NaN Blink 2288963125 NA
47 49 430.57 216.26 NaN NaN Blink 2288979659 NA
48 50 437.21 154.22 NaN NaN Blink 2288996126 NA
48 50 NaN NaN NaN NaN Blink 2289012657 NA
49 51 NaN NaN NaN NaN Blink 2289029305 NA
49 51 NaN NaN NaN NaN Blink 2289045903 NA
50 51 NaN NaN NaN NaN Blink 2289062721 NA
50 51 897.21 242.97 NaN NaN Blink 2289079095 NA
51 52 378.16 254.6 NaN NaN Blink 2289095718 NA
51 52 369.51 244.65 NaN NaN Blink 2289112361 NA
51 52 356.26 256.02 NaN NaN Blink 2289128822 NA
52 53 346.26 269.18 915.59 579.45 Fixation 2289145467 Scene
53 54 350.53 263.03 969.66 584.87 Fixation 2289162203 Scene
53 54 355.61 259.77 972.9 581.62 Fixation 2289178667 Scene
54 55 362.12 250.19 914.84 602.98 Fixation 2289195285 Scene
54 55 364.56 250.02 907.63 605.38 Fixation 2289211770 Scene
55 56 361.58 249.34 916.58 571.71 Fixation 2289228466 Scene
55 56 362.25 250.69 916.98 573.27 Fixation 2289245182 Scene
56 56 360.7 251.67 873.99 607.78 Fixation 2289262066 Scene
56 56 359.92 251.16 869.19 605.38 Fixation 2289278242 Scene
57 57 358.51 254.39 883.6 602.98 Fixation 2289294840 Scene
57 57 357.33 257.98 886.01 595.77 Fixation 2289311374 Scene
57 57 349.01 267.77 888.41 600.58 Fixation 2289328053 Scene
58 58 350.88 265.53 886.01 602.98 Fixation 2289344630 Scene
59 59 351.98 267.37 871.59 617.4 Fixation 2289361457 Scene
59 59 356.58 262.37 866.78 624.61 Fixation 2289377921 Scene
60 60 351.5 268.93 859.57 636.62 Fixation 2289394471 Scene
60 60 356.5 264.41 859.57 627.01 Fixation 2289410862 Scene
61 61 357.33 263.81 873.99 624.61 Fixation 2289427615 Scene
61 61 350.05 271.12 861.98 636.62 Fixation 2289444271 Scene
61 61 347.91 273.3 861.98 627.01 Fixation 2289461132 Scene
62 61 346.47 275.36 910 563.64 Fixation 2289477482 Scene
63 62 353.54 266.89 898.68 579.54 Fixation 2289493927 Scene
63 62 342.3 283.36 885.95 595.63 Fixation 2289510611 Scene
63 62 352.42 272.14 896.81 584.74 Fixation 2289527139 Scene
64 63 341.84 283.73 841.45 595.59 Fixation 2289543895 Scene
65 64 357.2 261.04 906.87 577.87 Fixation 2289560442 Scene
65 64 353.29 267.02 902.26 584.32 Fixation 2289577041 Scene
65 64 351.47 269.09 900.22 586.54 Fixation 2289593657 Scene
66 65 354.97 266.99 936.82 561.24 Fixation 2289610181 Scene
67 66 348.47 277.31 878.1 579.07 Fixation 2289626596 Scene
67 66 347.51 279.8 876.59 581.35 Fixation 2289643377 Scene
68 66 342.94 283.06 894.75 600.49 Fixation 2289660075 Scene
68 66 355.47 264.96 909.84 580.4 Fixation 2289676668 Scene
68 66 358.39 262.5 913.05 577.73 Fixation 2289693380 Scene
69 67 357.37 261.27 877.17 565.41 Fixation 2289709733 Scene
69 67 355.42 262.74 875.07 566.62 Fixation 2289726305 Scene
70 68 358.01 262.48 932.85 560.86 Fixation 2289742981 Scene
70 68 360.62 260.3 935.16 558.97 Fixation 2289759705 Scene
71 69 357.68 262.27 931.64 555.23 Fixation 2289776132 Scene
72 70 357.67 262.93 924.98 559.71 Fixation 2289792728 Scene
72 70 358.62 261.74 925.93 558.61 Fixation 2289809378 Scene
72 70 364.45 254.92 931.74 552.29 Fixation 2289825910 Scene
73 70 360.87 259.64 880.08 593.59 Fixation 2289842509 Scene
74 71 360.13 261.12 922.5 560.48 Fixation 2289859383 Scene
74 71 364.85 257.12 927.68 556.46 Fixation 2289875719 Scene
74 71 363.14 257.37 925.99 556.7 Fixation 2289892270 Scene
75 72 363.78 257.81 936.65 558.71 Fixation 2289908800 Scene
75 72 364.34 258.9 937.09 559.79 Fixation 2289925404 Scene
76 73 363.65 259.62 941.07 561.79 Fixation 2289942089 Scene
76 73 364.76 259.52 942.12 561.7 Fixation 2289958768 Scene
77 74 366.37 256.56 925.96 547.3 Fixation 2289975121 Scene
78 75 361.49 263.44 933.76 558.27 Fixation 2289991850 Scene
78 75 361.28 263.17 933.6 558.03 Fixation 2290008495 Scene
78 75 362.29 257.87 934.96 553.43 Fixation 2290025049 Scene
79 75 363.79 258.72 991.94 583.09 Fixation 2290041596 Scene
80 76 366.84 252.96 951.91 549.55 Fixation 2290058223 Scene
80 76 366.46 253.62 951.54 550.17 Fixation 2290074874 Scene
80 76 358.65 260.44 944.07 556.64 Fixation 2290091474 Scene
81 77 366.27 251.97 955.18 536.91 Fixation 2290107951 Scene
81 77 365.17 254.6 954.07 539.13 Fixation 2290124586 Scene
82 78 364.85 253.83 956.79 538.64 Fixation 2290141223 Scene
82 78 362.38 259.72 NaN NaN Saccade 2290157854 NA
83 79 379.79 269.68 NaN NaN Saccade 2290174580 NA
84 80 388.21 265.82 NaN NaN Saccade 2290190963 NA
84 80 387.6 266.69 938.89 584.66 Fixation 2290207573 Scene
