frame_etg frame_gar X Y X_gar Y_gar event_type code loc
1 1 469.15 126.93 898.25 486.19 Fixation 409911873 Scene
1 1 469.32 126.42 898.4 485.66 Fixation 409928648 Scene
2 2 468.72 127.31 895.69 481.44 Fixation 409945115 Scene
2 2 470.77 123.61 897.65 477.52 Fixation 409961783 Scene
3 2 470.33 121.54 892.12 472.28 Fixation 409978265 Scene
3 2 470.94 121.69 892.69 472.41 Fixation 409994850 Scene
4 3 473.14 118.37 888.86 469.03 Fixation 410011534 Scene
4 3 474.95 117.54 890.64 468.14 Fixation 410028062 Scene
4 3 476.11 116.89 891.78 467.45 Fixation 410044805 Scene
5 4 477.08 115.86 890.74 470.33 Fixation 410061450 Scene
6 5 479.34 116.31 891.91 477.68 Fixation 410077939 Scene
6 5 480.05 116.05 892.61 477.4 Fixation 410094357 Scene
7 6 478.98 115.59 891.01 484.64 Fixation 410110989 Scene
7 6 478.05 116.81 890.02 485.92 Fixation 410127772 Scene
8 7 478.12 117.25 890.47 487.65 Fixation 410144646 Scene
8 7 478.08 118.68 890.38 489.18 Fixation 410160863 Scene
9 7 475.88 121.06 885.72 490.45 Fixation 410177613 Scene
9 7 475.98 122.68 885.73 491.95 Fixation 410194023 Scene
10 8 476.87 121.36 NaN NaN Saccade 410210587 NA
10 8 461.51 127.76 NaN NaN Saccade 410227163 NA
10 8 390.98 130 NaN NaN Saccade 410243811 NA
11 9 366.46 124.71 NaN NaN Saccade 410260408 NA
12 10 367.41 119.87 773.93 497.49 Fixation 410276972 Scene
12 10 369.41 110.9 776.37 487.54 Fixation 410293554 Scene
13 11 371.43 103.31 772.12 471.86 Fixation 410310166 Scene
13 11 374.06 93.54 775.81 461.73 Fixation 410327259 Scene
14 12 375.92 86.92 776.77 448.2 Fixation 410343645 Scene
14 12 379.22 81.81 780.34 442.95 Fixation 410359881 Scene
14 12 379.12 74.64 780.59 435.84 Fixation 410376652 Scene
15 12 381.07 71.95 779.42 430.49 Fixation 410393049 Scene
