frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 -0 487.39 461.28 868.53 604.1 Fixation 838779278 NA
1 0 485.86 463.78 879.66 595.62 Fixation 838796057 Scene
1 0 488.42 466.35 882.12 598.12 Fixation 838812571 Scene
2 1 486.61 470.47 866.93 605.89 Fixation 838829215 Scene
2 1 486.88 466.91 867.43 602.11 Fixation 838845948 Scene
3 2 486.96 469.54 867.7 600.21 Fixation 838862804 Scene
3 2 489.91 469.3 NaN NaN Blink 838878984 NA
4 3 492.09 470.17 NaN NaN Blink 838895532 NA
4 3 499.79 471.69 NaN NaN Blink 838912038 NA
5 4 520.75 482.78 NaN NaN Blink 838928636 NA
5 4 526.46 299.66 NaN NaN Blink 838945419 NA
6 5 541.31 257.41 NaN NaN Blink 838961967 NA
6 5 NaN NaN NaN NaN Blink 838978523 NA
7 5 NaN NaN NaN NaN Blink 838995140 NA
7 5 614.92 286.24 NaN NaN Blink 839011638 NA
7 5 589.18 371.5 NaN NaN Blink 839028266 NA
8 6 536.15 441.03 NaN NaN Blink 839044811 NA
9 7 541.87 469.8 NaN NaN Blink 839061515 NA
9 7 542.43 471.86 916.71 601.31 Fixation 839078153 Scene
10 8 540.44 459.52 917.51 585.48 Fixation 839094689 Scene
10 8 541.61 463.11 918.41 589.34 Fixation 839111242 Scene
11 9 542.45 469.34 923.33 589.58 Fixation 839127771 Scene
11 9 543.53 473.57 924.46 593.77 Fixation 839144485 Scene
12 9 545.59 472.16 916.93 596.2 Fixation 839161171 Scene
12 9 544.02 471.83 915.46 595.92 Fixation 839177764 Scene
13 10 547.37 474.87 917.68 602.88 Fixation 839194592 Scene
13 10 547.43 478.89 917.67 607.09 Fixation 839210865 Scene
14 11 546.86 475.04 922.58 603.4 Fixation 839227356 Scene
14 11 546.34 474.13 922.06 602.51 Fixation 839244122 Scene
15 12 544.11 476.12 915.52 607.65 Fixation 839260768 Scene
15 12 541.36 475.45 912.84 607.03 Fixation 839277235 Scene
16 13 536.92 475.01 910.28 606.23 Fixation 839293896 Scene
16 13 538.88 481.46 911.89 613.04 Fixation 839310428 Scene
17 14 534.02 480.2 916.83 603.65 Fixation 839327048 Scene
17 14 529.54 478.51 912.46 602.04 Fixation 839343590 Scene
18 14 528.86 481.75 909.79 607.25 Fixation 839360359 Scene
18 14 528.07 479.41 909.16 604.81 Fixation 839376895 Scene
19 15 526.84 480.39 908.85 601.6 Fixation 839393514 Scene
19 15 525.61 480.61 907.61 601.85 Fixation 839409901 Scene
20 16 523.69 485.03 928.8 600.66 Fixation 839426575 Scene
20 16 522.85 487.72 928.16 603.51 Fixation 839443291 Scene
21 17 522.63 487.91 916.76 605.49 Fixation 839460168 Scene
21 17 522.5 492.84 NaN NaN Saccade 839476363 NA
22 18 524.15 496.06 NaN NaN Saccade 839492999 NA
22 18 502.62 531.82 NaN NaN Saccade 839509535 NA
23 19 480.53 582.28 NaN NaN Saccade 839526191 NA
23 19 479.91 590.94 NaN NaN Saccade 839542789 NA
24 19 482.06 591.35 NaN NaN Saccade 839559442 NA
24 19 482.05 590.64 NaN NaN Saccade 839576124 NA
25 20 483.12 590.05 NaN NaN Saccade 839592583 NA
25 20 483.47 587.81 NaN NaN Saccade 839609119 NA
26 21 490.29 583.92 NaN NaN Saccade 839625717 NA
26 21 488.98 578.58 NaN NaN Saccade 839642443 NA
27 22 487.21 574.63 NaN NaN Saccade 839659119 NA
27 22 494.17 571.22 NaN NaN Saccade 839675611 NA
28 23 487.94 568.59 NaN NaN Saccade 839692279 NA
28 23 493.29 564.41 NaN NaN Saccade 839708657 NA
29 24 492.82 561.8 NaN NaN Saccade 839725314 NA
29 24 492.59 559.1 NaN NaN Saccade 839741899 NA
30 24 489.21 561.5 NaN NaN Saccade 839758589 NA
30 24 493.07 556.1 870.58 719.35 Fixation 839775137 Scene
31 25 493.39 576.48 876.63 743 Fixation 839791856 Scene
31 25 482.11 553.52 866.36 719.68 Fixation 839808257 Scene
32 26 484.68 677.26 NaN NaN Fixation 839824965 In-vehicle:speedometer
32 26 483.9 608.42 873.79 787.51 Fixation 839841604 Scene
33 27 486.55 576.23 NaN NaN Saccade 839858215 NA
33 27 511.59 536.48 NaN NaN Saccade 839874710 NA
34 28 536.44 473.16 NaN NaN Saccade 839891308 NA
34 28 539.25 423.74 NaN NaN Saccade 839907811 NA
35 29 542.55 407.14 NaN NaN Saccade 839924338 NA
35 29 540.88 406.7 917.08 586.35 Fixation 839941130 Scene
36 29 540.21 405.48 915.7 587.02 Fixation 839957854 Scene
