frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 0 715.55 314.78 1418.27 547.2 Fixation 1225676221 Scene
0 0 717.63 314.74 1420.53 546.75 Fixation 1225692776 Scene
1 1 717.36 315.32 1411.68 537.95 Fixation 1225709437 Scene
1 1 718.16 313.46 1412.6 536.04 Fixation 1225726017 Scene
2 2 716.73 311.83 1402.14 541.35 Fixation 1225742703 Scene
2 2 713.66 309.9 1398.53 539.01 Fixation 1225759251 Scene
3 2 711.12 308.95 1419.9 540.25 Fixation 1225775838 Scene
3 2 708.36 308.24 1416.66 539.38 Fixation 1225792270 Scene
4 3 706.43 306.8 1389.12 548.33 Fixation 1225808913 Scene
4 3 703.65 306.76 1385.94 548.25 Fixation 1225825608 Scene
5 4 699.78 309.21 1386.47 534.98 Fixation 1225842243 Scene
6 5 696.92 310.79 1380.93 533.43 Fixation 1225858807 Scene
6 5 694.18 315.17 NaN NaN Saccade 1225875359 NA
6 5 714.93 310.12 NaN NaN Saccade 1225891907 NA
7 6 734.7 303.74 NaN NaN Saccade 1225908485 NA
8 7 735.15 304.44 1418.14 521.83 Fixation 1225925256 Scene
8 7 736 303.8 1419.14 521.12 Fixation 1225941913 Scene
8 7 735.71 307.18 1418.78 524.78 Fixation 1225958411 Scene
9 7 735.51 309.54 1443.04 510.24 Fixation 1225974991 Scene
9 7 734.86 312.52 1442.96 513.13 Fixation 1225991531 Scene
10 8 735.52 314.73 1417.35 512.85 Fixation 1226008049 Scene
10 8 735.13 320.29 1416.66 518.28 Fixation 1226024693 Scene
11 9 737.49 322.67 1419.67 518.49 Fixation 1226041370 Scene
12 10 737.98 324.83 1411.55 520.88 Fixation 1226058127 Scene
12 10 738.98 326.56 1412.54 522.87 Fixation 1226074471 Scene
12 10 739.19 328.02 1412.52 524.53 Fixation 1226090973 Scene
13 11 737.54 326.51 1410.13 514.58 Fixation 1226107766 Scene
13 11 735.87 324.69 1408.08 512.43 Fixation 1226124318 Scene
14 12 739.11 321.71 NaN NaN Saccade 1226140894 NA
14 12 763.77 311.82 NaN NaN Saccade 1226157460 NA
15 12 769.76 309.13 NaN NaN Saccade 1226174088 NA
15 12 769.19 308.54 1450.93 468.41 Fixation 1226190623 Scene
16 13 766.2 311.89 1436.63 472.38 Fixation 1226207263 Scene
16 13 761.14 312.77 1431.4 473.5 Fixation 1226223823 Scene
17 14 758.51 314.59 1421.93 474.3 Fixation 1226240491 Scene
17 14 755.83 316.08 1418.67 476.06 Fixation 1226257090 Scene
18 15 753.06 316.54 1418.72 474.92 Fixation 1226273663 Scene
19 16 751.74 317.43 1408.17 470.79 Fixation 1226290231 Scene
19 16 748.27 318.22 1404.25 471.6 Fixation 1226306845 Scene
19 16 746.19 321.25 1401.98 474.74 Fixation 1226323455 Scene
20 17 743.24 324 1380.23 482.32 Fixation 1226340156 Scene
20 17 739.17 328.25 1375.69 487.04 Fixation 1226356608 Scene
21 17 737.07 330.25 NaN NaN Saccade 1226373225 NA
21 17 758.22 322.14 NaN NaN Saccade 1226389830 NA
22 18 767.22 327.51 NaN NaN Saccade 1226406434 NA
22 18 765.67 328.41 1405.98 486.26 Fixation 1226423130 Scene
23 19 762.69 331.61 1394.23 514.86 Fixation 1226439618 Scene
23 19 759.67 336.14 1390.57 520.05 Fixation 1226456234 Scene
24 20 757.37 339.14 1375.56 522.04 Fixation 1226472893 Scene
25 21 754.83 343.54 1381.75 538.43 Fixation 1226489373 Scene
25 21 751.65 348.46 1378.03 544.22 Fixation 1226505848 Scene
25 21 749.7 351.31 1375.75 547.57 Fixation 1226522530 Scene
26 22 745.85 355.28 1372.28 559.29 Fixation 1226539064 Scene
26 22 744.21 357.32 1370.49 561.53 Fixation 1226555710 Scene
27 22 740.46 357.52 1366.18 551.22 Fixation 1226572205 Scene
27 22 736.6 360.32 1362.1 554.46 Fixation 1226588826 Scene
28 23 733.13 362.19 1361.07 552.14 Fixation 1226605441 Scene
28 23 731.17 360.08 1358.9 550 Fixation 1226622080 Scene
29 24 728.77 358.36 1353.52 545.61 Fixation 1226638694 Scene
29 24 726.29 358.23 1350.78 545.5 Fixation 1226655187 Scene
30 25 722.01 357.41 1342.77 539.99 Fixation 1226671811 Scene
30 25 719.41 358.34 1339.95 541.23 Fixation 1226688465 Scene
31 26 717.12 359.35 1321.46 527.49 Fixation 1226705075 Scene
31 26 715.38 356.94 1319.59 524.93 Fixation 1226721571 Scene
32 27 712.44 355.77 1304.63 511.67 Fixation 1226738188 Scene
32 27 710.16 356.54 1302.09 512.45 Fixation 1226754814 Scene
33 27 708.2 354.95 1299.76 495.11 Fixation 1226771434 Scene
33 27 707.07 352.86 1298.6 492.99 Fixation 1226787952 Scene
34 28 706.37 351.77 1292.5 488.22 Fixation 1226804591 Scene
35 29 705.8 349.32 1285.12 482.44 Fixation 1226821236 Scene
35 29 703.96 348.81 1283.15 481.82 Fixation 1226837869 Scene
35 29 703.48 348.18 1282.65 481.11 Fixation 1226854498 Scene
36 30 703.49 350.49 1279.55 484.93 Fixation 1226871002 Scene
36 30 706.89 337.75 1284.47 471.14 Fixation 1226887627 Scene
37 31 1390.58 1257.62 NaN NaN Fixation 1226904239 In-vehicle:dash
37 31 1141.1 1090.05 NaN NaN Fixation 1226920893 In-vehicle:dash
38 32 685.82 331.86 NaN NaN Saccade 1226937366 NA
38 32 672.5 341.37 NaN NaN Saccade 1226954118 NA
39 32 665.24 349.99 NaN NaN Saccade 1226970728 NA
39 32 658.11 357.58 1226.41 501.29 Fixation 1226987324 Scene
40 33 658.08 361.55 1220.55 517.3 Fixation 1227003836 Scene
40 33 653.92 359.71 1216.27 515.31 Fixation 1227020446 Scene
41 34 654.7 362.97 1230.95 517.28 Fixation 1227037153 Scene
42 35 653.13 366.9 1218.7 525.58 Fixation 1227053805 Scene
42 35 652.78 369.51 1218.34 528.35 Fixation 1227070250 Scene
42 35 653.67 375.93 1219.35 535.12 Fixation 1227086821 Scene
43 36 652.63 382.54 1217.84 541.14 Fixation 1227103552 Scene
43 36 652.86 389.28 1217.46 547.46 Fixation 1227120012 Scene
44 37 651.63 394 1215.25 556.7 Fixation 1227136595 Scene
44 37 652.49 399.69 1216.37 562.55 Fixation 1227153243 Scene
45 37 651.21 403.72 1209.06 568.3 Fixation 1227169896 Scene
45 37 650.37 405.45 1208.11 569.98 Fixation 1227186503 Scene
46 38 648.19 410.37 NaN NaN Saccade 1227203097 NA
46 38 645.23 410.03 NaN NaN Saccade 1227219604 NA
47 39 633.28 399.07 NaN NaN Saccade 1227236258 NA
47 39 631.94 399.05 1207.28 554.29 Fixation 1227252857 Scene
48 40 629.87 395.68 1182.92 560.25 Fixation 1227269458 Scene
48 40 628.3 394.6 1181.33 559.07 Fixation 1227286109 Scene
49 41 625.79 395.18 1193.26 545.2 Fixation 1227302647 Scene
49 41 623.71 391.9 1190.84 541.7 Fixation 1227319233 Scene
50 41 620.34 389.54 1174.68 538.86 Fixation 1227335723 Scene
50 41 617.35 384.94 1171.53 534.39 Fixation 1227352441 Scene
51 42 616.25 381.5 1181.47 517.36 Fixation 1227368957 Scene
51 42 615.09 376.42 1180.39 512.42 Fixation 1227385651 Scene
52 43 613.82 371.45 1170.6 525.09 Fixation 1227402126 Scene
52 43 612.92 368.7 1169.92 521.88 Fixation 1227418736 Scene
53 44 611.29 366.18 1183.57 500.41 Fixation 1227435391 Scene
53 44 610.58 362.29 1182.59 496.35 Fixation 1227451910 Scene
54 45 609.7 361.15 1180.33 493.67 Fixation 1227468607 Scene
54 45 606.9 359.72 1177.35 492.22 Fixation 1227485142 Scene
55 46 605.62 359.38 1167.63 513.51 Fixation 1227501585 Scene
55 46 604.25 359.72 1166.22 513.85 Fixation 1227518219 Scene
56 46 602.39 359.59 1178.08 500.04 Fixation 1227534995 Scene
56 46 599.28 361.99 1175.12 502.92 Fixation 1227551478 Scene
57 47 596.73 362.13 1132.43 517.28 Fixation 1227567947 Scene
57 47 594.05 364.68 1128.82 520.01 Fixation 1227584708 Scene
58 48 590.96 365.48 1138.52 526.8 Fixation 1227601199 Scene
58 48 588.46 365.63 1135.95 526.91 Fixation 1227617949 Scene
59 49 584.73 367.67 1132.1 504.3 Fixation 1227634475 Scene
59 49 579.96 369.93 1127.22 506.55 Fixation 1227651146 Scene
60 50 577.51 369.9 1115.11 529.86 Fixation 1227667769 Scene
60 50 573.83 374.04 1110.81 534.58 Fixation 1227684301 Scene
61 51 571.61 374.49 1122.65 540.62 Fixation 1227700867 Scene
61 51 568.15 374.29 NaN NaN Saccade 1227717482 NA
62 51 591.77 362.12 NaN NaN Saccade 1227734141 NA
62 51 624.22 347 NaN NaN Saccade 1227750699 NA
63 52 627.33 345.23 NaN NaN Saccade 1227767380 NA
63 52 626.48 345.91 1179.13 509.38 Fixation 1227783860 Scene
64 53 623.88 345.51 1162.3 505.26 Fixation 1227800402 Scene
64 53 623.07 345.05 1161.49 504.71 Fixation 1227817024 Scene
65 54 621.46 344.96 1164.15 505.51 Fixation 1227833708 Scene
65 54 618.57 344.69 1161.17 505.06 Fixation 1227850311 Scene
66 55 616.94 344.33 1159 505.14 Fixation 1227866858 Scene
66 55 617 343.09 1159.11 503.77 Fixation 1227883657 Scene
67 56 616.85 340.86 1151.01 499.06 Fixation 1227900014 Scene
67 56 615.13 340.54 1149.24 498.62 Fixation 1227916618 Scene
68 56 616.63 339.52 1161.85 479.05 Fixation 1227933239 Scene
68 56 618.46 338.34 1163.79 477.81 Fixation 1227949899 Scene
69 57 618.38 337.59 1161.22 476.72 Fixation 1227967061 Scene
69 57 618.91 337.1 1161.74 476.23 Fixation 1227983019 Scene
