frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 0 492.37 352.68 957.68 426.04 Fixation 262176248 Scene
1 1 491.29 354.05 962.61 422.88 Fixation 262192892 Scene
1 1 489.79 354.85 961.14 423.71 Fixation 262209490 Scene
2 2 489.38 354.68 967.02 423.94 Fixation 262226121 Scene
2 2 488.29 354.6 965.89 423.86 Fixation 262242644 Scene
2 2 488.56 355.73 966.05 425.1 Fixation 262259219 Scene
3 2 487.34 355.86 959.68 426.02 Fixation 262275739 Scene
4 3 488.48 355.44 956.17 426.3 Fixation 262292549 Scene
4 3 490 355.24 957.82 426.07 Fixation 262309113 Scene
5 4 491.69 356.66 958.71 426.32 Fixation 262325679 Scene
5 4 494.43 354.9 961.72 424.35 Fixation 262342088 Scene
6 5 495.68 353.33 962.54 421.26 Fixation 262358797 Scene
6 5 497.7 353.12 964.63 421.03 Fixation 262375430 Scene
6 5 501.22 352.74 968.28 420.62 Fixation 262392024 Scene
7 6 501.37 348.83 963.61 419.12 Fixation 262408625 Scene
8 7 505.64 347.01 NaN NaN Saccade 262425252 NA
8 7 502.35 354.6 NaN NaN Saccade 262441746 NA
9 7 489.29 371.91 NaN NaN Saccade 262458217 NA
9 7 488.64 371.8 946.5 443.39 Fixation 262475015 Scene
10 8 489.22 369.88 950.64 440.96 Fixation 262491676 Scene
10 8 486.84 369.68 948.27 440.72 Fixation 262508117 Scene
11 9 487.41 367.33 945.79 441.23 Fixation 262524752 Scene
11 9 487.5 367.83 945.89 441.78 Fixation 262541189 Scene
12 10 487.45 366.04 950.25 440.28 Fixation 262557912 Scene
12 10 485.78 363.62 948.5 437.68 Fixation 262574527 Scene
13 11 485.91 361.79 948.59 438.91 Fixation 262591364 Scene
13 11 485.5 360.52 948.28 437.45 Fixation 262607762 Scene
14 12 484.98 358.92 947.37 435.17 Fixation 262624374 Scene
14 12 485.53 358.27 947.99 434.42 Fixation 262640810 Scene
14 12 487.01 356.92 949.64 432.88 Fixation 262657538 Scene
15 12 486.77 355.66 945.05 436.46 Fixation 262674072 Scene
16 13 487.47 354.32 950.95 433.36 Fixation 262690756 Scene
16 13 490.15 355.24 953.51 434.41 Fixation 262707387 Scene
17 14 490.8 352.04 950.82 433.82 Fixation 262724017 Scene
17 14 490.58 352.39 950.55 434.22 Fixation 262740468 Scene
18 15 493.52 348.81 953.62 428.43 Fixation 262757161 Scene
18 15 493.52 348.1 953.71 427.63 Fixation 262773792 Scene
19 16 494.23 353.39 953.47 437.61 Fixation 262790251 Scene
19 16 490.54 354.03 949.6 438.3 Fixation 262806989 Scene
20 17 491.27 353.14 950.68 432.54 Fixation 262823489 Scene
20 17 491.19 355.09 950.41 434.8 Fixation 262839935 Scene
20 17 492.92 349.74 952.72 428.62 Fixation 262856653 Scene
21 17 492.19 351.82 951.11 432.86 Fixation 262873256 Scene
21 17 492.85 349.89 952.04 430.71 Fixation 262889760 Scene
22 18 494.85 350.24 953.33 426.58 Fixation 262906438 Scene
23 19 493.84 353.16 950.58 426.05 Fixation 262923309 Scene
23 19 495.1 357.46 951.49 430.82 Fixation 262939565 Scene
24 20 497.93 354.31 NaN NaN Saccade 262956064 NA
24 20 505.35 347.19 NaN NaN Saccade 262972925 NA
25 21 505.39 348.25 963.66 417.23 Fixation 262989511 Scene
25 21 504.73 346.18 963.13 414.83 Fixation 263006115 Scene
26 22 503.47 349.54 956.33 417.66 Fixation 263022741 Scene
26 22 505.66 347.27 958.63 415.09 Fixation 263039057 Scene
26 22 507.58 348.79 960.64 416.8 Fixation 263055771 Scene
27 22 509.76 348.17 968.14 408.97 Fixation 263072449 Scene
27 22 510.4 350.62 968.6 411.6 Fixation 263089013 Scene
28 23 511.92 347.21 963.34 412.98 Fixation 263105571 Scene
29 24 513.77 350.25 964.66 412.1 Fixation 263122261 Scene
29 24 513.29 348.92 964.24 410.56 Fixation 263138686 Scene
30 25 512.77 349.98 952.33 419.57 Fixation 263155423 Scene
30 25 512.19 351.74 951.89 421.64 Fixation 263172009 Scene
31 26 512.87 353.59 966.12 414.93 Fixation 263188522 Scene
31 26 512.21 354.48 965.37 415.96 Fixation 263205137 Scene
32 27 511.52 351.52 965.38 413.32 Fixation 263221871 Scene
32 27 511.64 351.03 965.55 412.77 Fixation 263238294 Scene
32 27 511.09 352.96 964.81 414.97 Fixation 263254906 Scene
33 27 510.82 352.75 963 415.14 Fixation 263271641 Scene
34 28 512.26 353.1 965.09 406.83 Fixation 263288292 Scene
34 28 512.78 354.63 965.51 408.56 Fixation 263304715 Scene
35 29 511.46 356.88 948.56 415.08 Fixation 263321313 Scene
35 29 511.62 360.37 948.85 419.03 Fixation 263338008 Scene
36 30 511.93 360.68 967.62 404.33 Fixation 263354435 Scene
36 30 511.75 361.9 967.43 405.6 Fixation 263371273 Scene
36 30 510.99 363.62 966.67 407.38 Fixation 263387636 Scene
37 31 511 366.28 956.6 413.45 Fixation 263404423 Scene
38 32 510.58 368.16 966.91 407.88 Fixation 263420888 Scene
38 32 510.59 371.82 966.94 411.64 Fixation 263437469 Scene
38 32 510.63 370.44 966.97 410.23 Fixation 263453955 Scene
39 32 511.44 370.48 972.17 406.56 Fixation 263470551 Scene
40 33 511.25 369.47 964.66 416.74 Fixation 263487438 Scene
40 33 511.18 369.86 964.52 417.2 Fixation 263503997 Scene
41 34 511.08 366.14 968.41 417.21 Fixation 263520617 Scene
41 34 511.2 366.28 968.52 417.36 Fixation 263537128 Scene
41 34 512.07 367.94 969.35 419.15 Fixation 263553638 Scene
42 35 511.08 367.97 969.66 426.97 Fixation 263570195 Scene
43 36 509.61 361.69 966.69 427.66 Fixation 263586902 Scene
43 36 508.42 361.85 965.4 427.85 Fixation 263603450 Scene
44 37 507.28 361.83 957.31 438.97 Fixation 263620071 Scene
44 37 507.45 358.99 957.59 435.59 Fixation 263636735 Scene
44 37 509.88 357.37 960.52 433.59 Fixation 263653269 Scene
45 37 510.9 356.34 968.32 427.75 Fixation 263669896 Scene
46 38 508.06 352.19 964.34 431.29 Fixation 263686374 Scene
46 38 509.53 352.18 965.93 431.26 Fixation 263703028 Scene
47 39 512.05 347.71 978.53 417.66 Fixation 263719644 Scene
47 39 510.37 347 976.95 416.82 Fixation 263736236 Scene
47 39 510.36 347.76 976.89 417.64 Fixation 263752745 Scene
48 40 508.63 345.21 962.78 427.2 Fixation 263769388 Scene
49 41 507.44 344.08 971.55 420.44 Fixation 263786125 Scene
49 41 507.87 343.67 972.01 420 Fixation 263802657 Scene
50 42 507.01 343.9 967.21 421.61 Fixation 263819360 Scene
50 42 507.34 344.17 967.56 421.92 Fixation 263835792 Scene
50 42 506.51 348.09 966.45 426.51 Fixation 263852339 Scene
51 42 507.28 348.61 970.53 424.75 Fixation 263869006 Scene
51 42 508.78 347.21 972.18 423.22 Fixation 263885577 Scene
52 43 508.79 346.22 973.77 415.95 Fixation 263902253 Scene
52 43 509.32 346.48 974.28 416.25 Fixation 263918897 Scene
53 44 509.59 346.72 964.53 426.03 Fixation 263935482 Scene
54 45 510.83 343.24 974.64 420.38 Fixation 263951822 Scene
54 45 510.81 344.37 974.49 421.66 Fixation 263968636 Scene
54 45 512.81 342.69 976.75 419.74 Fixation 263985108 Scene
55 46 511.34 341.07 973.11 423.41 Fixation 264001793 Scene
56 47 510.96 340.07 968.3 423.95 Fixation 264018451 Scene
56 47 511.6 337.03 969.19 420.46 Fixation 264034927 Scene
56 47 511.56 338.08 969.08 421.66 Fixation 264051578 Scene
57 47 509.59 338.79 976 415.27 Fixation 264068061 Scene
58 48 508.38 336.82 974.76 412.79 Fixation 264084668 Scene
58 48 508.49 337.72 974.77 413.8 Fixation 264101405 Scene
58 48 508.34 338.18 974.56 414.31 Fixation 264118011 Scene
59 49 508.12 340.27 973.04 415.11 Fixation 264134608 Scene
60 50 509.75 342.46 NaN NaN Saccade 264151063 NA
60 50 502.31 345.62 NaN NaN Saccade 264167630 NA
60 50 497.37 346.37 NaN NaN Saccade 264184287 NA
61 51 496.97 345.44 962.09 421.9 Fixation 264200990 Scene
62 52 498.5 344.71 963.47 413.5 Fixation 264217621 Scene
62 52 496.96 345.2 961.85 414.04 Fixation 264234049 Scene
62 52 497.03 344.22 962.01 412.97 Fixation 264250660 Scene
63 52 496.53 343.34 959.76 410.47 Fixation 264267285 Scene
64 53 495.94 345.62 963.74 414.34 Fixation 264283958 Scene
64 53 496.67 342.38 965.05 410.66 Fixation 264300591 Scene
64 53 496.52 343.84 NaN NaN Saccade 264317035 NA
65 54 483.61 343.02 NaN NaN Saccade 264333747 NA
66 55 473.43 343.67 NaN NaN Saccade 264350271 NA
66 55 473.37 341.9 940.42 417.44 Fixation 264366866 Scene
66 55 474.02 338.86 941.43 414.13 Fixation 264383512 Scene
67 56 473.83 336.41 933.34 419.49 Fixation 264400006 Scene
68 57 475.69 330.87 937.6 414.56 Fixation 264416661 Scene
68 57 475 328.71 936.84 412.33 Fixation 264433383 Scene
68 57 476.95 328.19 938.83 411.77 Fixation 264449824 Scene
69 57 477.18 326.19 921.86 416.63 Fixation 264466418 Scene
70 58 479.45 326.07 943.42 409.68 Fixation 264483187 Scene
70 58 480.11 327.25 943.98 410.94 Fixation 264499654 Scene
70 58 481.07 323.83 945.21 407.27 Fixation 264516279 Scene
71 59 480.04 324.81 938.05 409.71 Fixation 264532861 Scene
72 60 479.52 326.83 941.68 405.22 Fixation 264549337 Scene
72 60 478.97 325.21 941.21 403.37 Fixation 264565956 Scene
72 60 478.21 329.43 940.19 408.15 Fixation 264582763 Scene
73 61 476.8 330.91 935.74 411.68 Fixation 264599306 Scene
74 62 477.62 329.4 938.09 409.65 Fixation 264615786 Scene
74 62 476.4 331.4 936.66 411.88 Fixation 264632488 Scene
74 62 476.44 330.51 936.76 410.89 Fixation 264649020 Scene
75 62 474.88 332.51 940.85 409.93 Fixation 264665526 Scene
76 63 474.77 333.25 939.42 414.37 Fixation 264682256 Scene
76 63 474.94 333.58 939.56 414.73 Fixation 264698916 Scene
76 63 474.86 333.87 939.46 415.06 Fixation 264715508 Scene
