frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 -5 474.59 483.98 NaN NaN Fixation 2072821495 NA
1 -4 477.3 481.18 NaN NaN Fixation 2072838182 NA
1 -4 477 482.37 NaN NaN Fixation 2072854631 NA
2 -3 477.4 482.71 NaN NaN Saccade 2072871317 NA
2 -3 480.94 481.31 NaN NaN Saccade 2072887865 NA
2 -3 480.99 478.2 NaN NaN Fixation 2072904483 NA
3 -2 480.98 479.54 NaN NaN Fixation 2072921006 NA
4 -1 479.85 479.75 NaN NaN Fixation 2072937627 NA
4 -1 478.36 481.08 NaN NaN Fixation 2072954173 NA
5 -0 477.27 482.06 913.31 514.42 Fixation 2072970914 NA
5 -0 476.77 480.92 913.31 514.42 Fixation 2072987392 NA
6 0 475.38 482.2 905.86 509.45 Fixation 2073004010 Scene
6 0 474.66 481.78 908.34 514.42 Fixation 2073020722 Scene
7 1 474.05 481.44 910.82 521.87 Fixation 2073037270 Scene
7 1 477.57 483.6 910.82 524.36 Fixation 2073053614 Scene
8 2 477.77 483.15 925.73 516.9 Fixation 2073070493 Scene
8 2 477.25 482.73 920.76 509.45 Fixation 2073086996 Scene
8 2 482.53 482.91 923.24 514.42 Fixation 2073103646 Scene
9 3 483.46 483.79 918.27 509.45 Fixation 2073120256 Scene
10 4 485.19 484.96 928.21 526.84 Fixation 2073136768 Scene
10 4 485.31 484.16 928.21 521.87 Fixation 2073153298 Scene
11 5 486.04 483.74 935.66 524.36 Fixation 2073169979 Scene
11 5 486.71 482.93 NaN NaN Saccade 2073186597 NA
12 5 505.49 495.24 NaN NaN Saccade 2073203120 NA
12 5 519.8 503.53 NaN NaN Saccade 2073219742 NA
12 5 519.88 504.2 975.4 554.16 Fixation 2073236391 Scene
13 6 522.78 502.81 997.76 536.77 Fixation 2073252919 Scene
14 7 522.21 501.69 997.76 536.77 Fixation 2073269482 Scene
14 7 524.8 502.82 1000.24 534.29 Fixation 2073286112 Scene
14 7 527.8 501.19 1002.73 524.36 Fixation 2073302791 Scene
15 8 528.95 501.8 982.85 541.74 Fixation 2073319392 Scene
16 9 529.76 500.93 967.95 531.81 Fixation 2073335887 Scene
16 9 529.14 503.4 977.89 536.77 Fixation 2073352472 Scene
17 10 529.96 504.13 982.85 529.32 Fixation 2073369114 Scene
17 10 529.44 507.52 985.34 529.32 Fixation 2073385763 Scene
18 10 529.16 507.55 960 540 Fixation 2073402404 Scene
18 10 527.58 507.8 960 540 Fixation 2073418904 Scene
19 11 525.04 505.75 970.44 546.71 Fixation 2073435524 Scene
19 11 524.98 504.85 967.95 549.19 Fixation 2073451980 Scene
20 12 522.54 503.91 950.56 571.55 Fixation 2073468765 Scene
20 12 526.13 504.97 948.08 576.52 Fixation 2073485171 Scene
20 12 526.84 505.15 945.6 576.52 Fixation 2073501983 Scene
21 13 526.54 502.49 982.85 534.29 Fixation 2073518508 Scene
22 14 526.88 503.4 960 549.33 Fixation 2073535150 Scene
22 14 527.82 503.96 960 542.51 Fixation 2073551511 Scene
23 15 528.83 504.62 995.27 521.87 Fixation 2073568202 Scene
23 15 528.01 504.26 990.31 524.36 Fixation 2073584895 Scene
24 15 530.73 504.6 982.85 526.84 Fixation 2073601543 Scene
24 15 533.52 501.09 982.85 529.32 Fixation 2073618117 Scene
25 16 531.7 501.76 NaN NaN Saccade 2073634616 NA
25 16 513.81 490.02 NaN NaN Saccade 2073651173 NA
26 17 490.58 479.6 NaN NaN Saccade 2073667836 NA
26 17 485.64 474.69 NaN NaN Saccade 2073684513 NA
26 17 488.67 475.6 970.44 506.97 Fixation 2073700979 Scene
27 18 488.41 471.25 960.5 506.97 Fixation 2073717604 Scene
27 18 489.26 472.2 962.98 506.97 Fixation 2073734267 Scene
28 19 489.06 471.77 960.5 504.48 Fixation 2073750730 Scene
29 20 487.76 472.17 960.5 506.97 Fixation 2073767422 Scene
29 20 491.7 470.03 960.5 502 Fixation 2073783977 Scene
30 20 494.92 472.35 962.98 516.9 Fixation 2073800608 Scene
30 20 494.09 469.81 960.5 516.9 Fixation 2073817198 Scene
31 21 498.67 474.83 961.05 498.57 Fixation 2073833754 Scene
31 21 501.77 475.03 963.39 498.8 Fixation 2073850304 Scene
32 22 499.73 475.73 970.07 498.59 Fixation 2073866996 Scene
32 22 497.35 475.96 968.32 498.82 Fixation 2073883550 Scene
32 22 499.39 477.84 970.04 500.79 Fixation 2073900234 Scene
33 23 496.28 478.29 940.63 504.48 Fixation 2073916796 Scene
33 23 496.95 478.38 943.11 504.48 Fixation 2073933513 Scene
34 24 490.84 476.45 946.81 495.93 Fixation 2073950008 Scene
35 25 496.24 476.51 943.41 501.82 Fixation 2073966486 Scene
35 25 492.85 481.33 939.02 507.38 Fixation 2073983159 Scene
36 25 494.36 478.48 960.65 497.5 Fixation 2073999857 Scene
36 25 493.15 484.9 961.26 504.09 Fixation 2074016368 Scene
37 26 494.09 484.84 NaN NaN Saccade 2074033006 NA
37 26 499.28 487.97 NaN NaN Saccade 2074049502 NA
38 27 508.04 490.87 NaN NaN Saccade 2074066039 NA
38 27 506.38 489.54 960 540 Fixation 2074082779 Scene
38 27 507.03 493.31 960 540 Fixation 2074099391 Scene
39 28 504.68 492.95 960.27 523.11 Fixation 2074115860 Scene
40 29 505.2 492.13 948.08 506.97 Fixation 2074132518 Scene
40 29 505.31 493.54 950.56 511.94 Fixation 2074148974 Scene
41 30 504.96 490.86 958.02 524.36 Fixation 2074165733 Scene
41 30 506.33 492.44 960.5 526.84 Fixation 2074182337 Scene
41 30 506.89 493.32 950.56 521.87 Fixation 2074198865 Scene
42 30 507.55 493.55 958.02 504.48 Fixation 2074215513 Scene
42 30 511.95 495.46 962.98 506.97 Fixation 2074232154 Scene
43 31 513.58 493.93 955.53 511.94 Fixation 2074248627 Scene
44 32 515.68 493.73 965.47 519.39 Fixation 2074265297 Scene
44 32 520.85 492.72 962.98 514.42 Fixation 2074281975 Scene
44 32 524.01 495.01 960.5 519.39 Fixation 2074298493 Scene
45 33 524.69 496.39 958.02 516.9 Fixation 2074315138 Scene
46 34 523.16 496.91 960.5 511.94 Fixation 2074331646 Scene
46 34 524.87 498.04 960.5 511.94 Fixation 2074348097 Scene
47 35 526.12 497.5 957.24 526.73 Fixation 2074364907 Scene
47 35 524.99 495.5 956.55 524.58 Fixation 2074381507 Scene
47 35 528.04 497.94 958.97 527.21 Fixation 2074398151 Scene
48 35 527.16 500.06 958.03 488.97 Fixation 2074414494 Scene
49 36 527.21 499.66 963.62 516.5 Fixation 2074431076 Scene
49 36 525.6 498.72 962.34 515.5 Fixation 2074447717 Scene
49 36 526.32 501.82 962.6 518.65 Fixation 2074464320 Scene
50 37 525.16 501.2 955.53 519.39 Fixation 2074480837 Scene
50 37 526.26 499.96 960.5 516.9 Fixation 2074497458 Scene
51 38 523.45 503.71 951.33 522.79 Fixation 2074514085 Scene
51 38 531.08 574.85 972.92 641.1 Fixation 2074530618 Scene
52 39 519.77 502.79 965.47 526.84 Fixation 2074547210 Scene
53 40 519.46 502.81 963.52 520.49 Fixation 2074563844 Scene
53 40 516.52 505.07 960.66 522.65 Fixation 2074580488 Scene
54 40 514.81 504.99 960.5 529.32 Fixation 2074597088 Scene
54 40 513.87 506.42 962.98 521.87 Fixation 2074613603 Scene
55 41 515.72 505.74 950.78 530.08 Fixation 2074630230 Scene
55 41 515.93 506 950.95 530.35 Fixation 2074646855 Scene
55 41 517.56 507.2 952.39 531.58 Fixation 2074663475 Scene
56 42 517.98 505.52 960.5 526.84 Fixation 2074680078 Scene
56 42 518.06 505.73 958.02 531.81 Fixation 2074696591 Scene
57 43 519.74 506.12 946.72 528.67 Fixation 2074713217 Scene
57 43 520.28 507.71 946.8 530.3 Fixation 2074729806 Scene
58 44 524.62 506.38 953.05 534.29 Fixation 2074746471 Scene
58 44 525.32 508.86 950.56 529.32 Fixation 2074762962 Scene
59 45 528.34 508.04 959 537.66 Fixation 2074779607 Scene
60 45 529.84 508.86 947.52 541.36 Fixation 2074796180 Scene
60 45 529.87 506.48 948.08 538.57 Fixation 2074812788 Scene
61 46 530.69 507.94 962.14 552.6 Fixation 2074829541 Scene
61 46 527.02 506.75 958.06 550.7 Fixation 2074846099 Scene
62 47 528.47 508.08 977.54 545.52 Fixation 2074862705 Scene
62 47 529.06 507.05 977.58 543.8 Fixation 2074879325 Scene
62 47 528.47 508.04 977.5 545.45 Fixation 2074895890 Scene
63 48 512.38 506.9 971.32 526.82 Fixation 2074912481 Scene
64 49 513.72 509.22 NaN NaN Saccade 2074929134 NA
64 49 528 508.94 NaN NaN Saccade 2074945620 NA
64 49 542.14 508.46 NaN NaN Saccade 2074962195 NA
65 50 539.5 507.06 983.04 540.95 Fixation 2074978877 Scene
66 50 533.67 509.15 969.63 538.06 Fixation 2074995607 Scene
66 50 535.96 509.6 971.41 538.56 Fixation 2075012134 Scene
67 51 537.92 505.75 972.92 554.16 Fixation 2075028778 Scene
67 51 527.88 498.71 965.47 546.71 Fixation 2075045130 Scene
68 52 532.76 502.71 977.92 535.83 Fixation 2075061959 Scene
68 52 531.87 502.71 977.02 535.81 Fixation 2075078516 Scene
68 52 532.84 503.66 977.9 536.83 Fixation 2075095145 Scene
69 53 533.19 501.93 979.83 537.36 Fixation 2075111741 Scene
69 53 533.35 503.08 980.04 539.21 Fixation 2075128221 Scene
70 54 534.92 502.19 956.59 536.22 Fixation 2075144732 Scene
70 54 533.46 502.67 954.87 536.7 Fixation 2075161437 Scene
71 55 533.85 500.93 975.4 536.77 Fixation 2075177986 Scene
72 55 534.1 499.03 963.14 523.23 Fixation 2075194653 Scene
72 55 532.44 502.16 961.73 527.67 Fixation 2075211321 Scene
72 55 536.44 509.24 966.13 538.4 Fixation 2075227885 Scene
72 55 535.62 505.79 965.06 533.12 Fixation 2075244392 Scene
73 56 536.61 503.13 NaN NaN Saccade 2075260927 NA
74 57 531.22 505.91 NaN NaN Saccade 2075277599 NA
74 57 514.4 501 NaN NaN Saccade 2075294233 NA
75 58 513.92 499.91 951.62 530.25 Fixation 2075310899 Scene
75 58 517.29 504.31 954.5 534.92 Fixation 2075327397 Scene
76 59 515.42 495.97 953.05 534.29 Fixation 2075343974 Scene
76 59 514.56 515.64 950.56 576.52 Fixation 2075360652 Scene
77 60 518.72 496.62 967.95 551.68 Fixation 2075377289 Scene
78 60 516.12 496.1 972.92 536.77 Fixation 2075393744 Scene
78 60 520.19 499.69 972.92 546.71 Fixation 2075410404 Scene
78 60 518.97 499.8 980.37 554.16 Fixation 2075426975 Scene
79 61 519.63 494.97 972.92 546.71 Fixation 2075443532 Scene
79 61 518.97 498.09 968.76 543.25 Fixation 2075460042 Scene
80 62 520.13 500.97 950.56 534.12 Fixation 2075476705 Scene
80 62 518.38 495.65 NaN NaN Saccade 2075493384 NA
81 63 512.38 494.5 NaN NaN Saccade 2075509969 NA
81 63 513.83 498.89 987.82 546.71 Fixation 2075526596 Scene
82 64 508.58 496.98 977.89 529.32 Fixation 2075543034 Scene
82 64 506.95 499.46 972.92 531.81 Fixation 2075559728 Scene
83 65 507.32 498.87 965.47 536.77 Fixation 2075576347 Scene
83 65 506.58 499.58 970.44 534.29 Fixation 2075593010 Scene
84 65 502.57 495.58 967.95 534.29 Fixation 2075609484 Scene
84 65 502.95 498.69 970.44 534.29 Fixation 2075626085 Scene
85 66 503.47 498.13 965.47 531.81 Fixation 2075642677 Scene
85 66 501.21 498.05 967.95 536.77 Fixation 2075659319 Scene
86 67 502.56 500.1 977.89 531.81 Fixation 2075675852 Scene
86 67 501.82 499.67 972.92 539.26 Fixation 2075692482 Scene
87 68 505.95 502.33 980.54 543.94 Fixation 2075709160 Scene
87 68 502.88 499.85 976.62 537.57 Fixation 2075725738 Scene
88 69 502.6 496.83 957.09 522.44 Fixation 2075742272 Scene
88 69 504.07 503.78 958.93 529.11 Fixation 2075758828 Scene
89 70 512.96 496.4 975.4 531.81 Fixation 2075775498 Scene
89 70 508.84 498.54 962.98 534.29 Fixation 2075792150 Scene
90 70 504.66 496.87 967.95 529.32 Fixation 2075808742 Scene
91 71 503.46 500.57 967.95 536.77 Fixation 2075825276 Scene
91 71 503.15 502.16 972.92 539.26 Fixation 2075841817 Scene
91 71 499.24 503.34 980.37 536.77 Fixation 2075858416 Scene
92 72 500.01 505.27 972.92 529.32 Fixation 2075875039 Scene
92 72 496.11 507.09 982.85 526.84 Fixation 2075891559 Scene
93 73 497.57 504.41 977.89 514.42 Fixation 2075908258 Scene
93 73 494.24 508.28 977.89 514.42 Fixation 2075924871 Scene
94 74 496.78 509.32 962.98 521.87 Fixation 2075941437 Scene
94 74 494.08 507.18 972.92 519.39 Fixation 2075957986 Scene
95 75 492.05 504.46 948.18 528.89 Fixation 2075974599 Scene
95 75 491.04 506.36 946.62 531.16 Fixation 2075991264 Scene
96 75 490.85 507.88 980.37 536.77 Fixation 2076007882 Scene
97 76 488.99 506.55 965.77 568.5 Fixation 2076024417 Scene
97 76 492.48 509.27 971.9 578.23 Fixation 2076040929 Scene
97 76 490.51 507 967.75 569.38 Fixation 2076057593 Scene
98 77 491.1 509.15 1004.91 527.34 Fixation 2076074245 Scene
98 77 492.68 511.04 1001.13 530.52 Fixation 2076090754 Scene
99 78 496.08 500.58 970.44 521.87 Fixation 2076107371 Scene
99 78 493.66 504.01 975.4 519.39 Fixation 2076123987 Scene
100 79 497.31 502.37 960.5 526.84 Fixation 2076140506 Scene
100 79 497.7 501.26 960.5 524.36 Fixation 2076157202 Scene
101 80 492.41 497.8 965.47 509.45 Fixation 2076173819 Scene
101 80 495.84 496.17 967.95 511.94 Fixation 2076190400 Scene
102 80 495.8 496.06 965.47 521.87 Fixation 2076207023 Scene
102 80 491.23 497.58 967.95 514.42 Fixation 2076223642 Scene
103 81 491.73 496.04 967.95 506.97 Fixation 2076240159 Scene
103 81 487.8 495.16 962.98 511.94 Fixation 2076256643 Scene
