frame_etg frame_gar X Y X_gar Y_gar event_type code loc
1 -3 484.73 291.04 NaN NaN Blink 1598059000 NA
1 -3 NaN NaN NaN NaN Blink 1598075622 NA
1 -3 NaN NaN NaN NaN Blink 1598092271 NA
2 -2 NaN NaN NaN NaN Blink 1598108935 NA
3 -2 NaN NaN NaN NaN Blink 1598125570 NA
3 -2 NaN NaN NaN NaN Blink 1598141852 NA
3 -2 523.41 212.99 NaN NaN Blink 1598158605 NA
4 -1 376.85 702.98 NaN NaN Blink 1598175264 NA
4 -1 565.09 259.89 NaN NaN Blink 1598191795 NA
5 0 523.51 324.44 NaN NaN Blink 1598208438 NA
6 1 504.86 369.7 NaN NaN Blink 1598224984 NA
6 1 527.14 457.18 NaN NaN Blink 1598241637 NA
6 1 522.59 446.64 NaN NaN Blink 1598258180 NA
7 2 524.81 439.76 NaN NaN Blink 1598274787 NA
7 2 524.93 437.3 NaN NaN Blink 1598291382 NA
8 3 526.74 442.82 1031.31 446.34 Fixation 1598308009 Scene
8 3 528.26 445.24 1032.59 448.97 Fixation 1598324556 Scene
9 3 527.4 446.52 1032.65 450.34 Fixation 1598341122 Scene
9 3 527.98 448.47 1033.05 452.46 Fixation 1598357720 Scene
10 4 524.79 447.29 1028.74 447.15 Fixation 1598374313 Scene
10 4 527.24 448.53 1031.13 448.52 Fixation 1598391046 Scene
11 5 526.87 448.74 1029.41 441.79 Fixation 1598407632 Scene
11 5 525.5 449.74 1027.95 442.85 Fixation 1598424110 Scene
12 6 525.93 449.86 1029.41 439.58 Fixation 1598440651 Scene
12 6 521.92 449.72 1025.46 439.46 Fixation 1598457330 Scene
13 7 521.46 450.54 1021.56 439.48 Fixation 1598474005 Scene
13 7 521.17 453.7 1020.99 442.74 Fixation 1598490556 Scene
14 8 522.6 452.55 1021.76 442.63 Fixation 1598507136 Scene
14 8 523.16 454.04 1022.2 444.26 Fixation 1598524426 Scene
15 8 524.01 456.8 NaN NaN Saccade 1598540285 NA
15 8 524.58 461.03 NaN NaN Saccade 1598556821 NA
16 9 526.42 461.97 1004.48 451.13 Fixation 1598573469 Scene
16 9 525.33 462.27 1003.31 451.52 Fixation 1598590126 Scene
17 10 528.23 464.48 1030.33 454.67 Fixation 1598606750 Scene
17 10 531.2 463.72 1033.68 453.73 Fixation 1598623359 Scene
18 11 530.66 465.51 1013.28 461.77 Fixation 1598639787 Scene
