frame_etg frame_gar X Y X_gar Y_gar event_type code loc
1 -1 440.66 297.36 NaN NaN Fixation 1082131235 NA
1 -1 442.92 301.7 NaN NaN Fixation 1082147690 NA
1 -1 445.84 304.31 NaN NaN Fixation 1082164373 NA
2 -0 449.13 305.96 926.74 464.07 Fixation 1082180805 NA
3 0 452.5 309.79 930.1 466.03 Fixation 1082197432 Scene
3 0 455 310.9 932.51 467.08 Fixation 1082214062 Scene
4 1 456.3 311.64 929.88 470.53 Fixation 1082230749 Scene
4 1 458.01 312.58 931.39 471.41 Fixation 1082247181 Scene
4 1 459.22 312.55 932.5 471.36 Fixation 1082263846 Scene
5 2 458.98 311.85 948.23 466.01 Fixation 1082280422 Scene
5 2 458.97 310.79 948 464.88 Fixation 1082296882 Scene
6 3 459.13 307.87 938.36 465.68 Fixation 1082313523 Scene
7 4 459.37 306.89 981.25 467.66 Fixation 1082330343 Scene
7 4 459.07 306.91 981 467.68 Fixation 1082346885 Scene
8 5 459.25 307.02 942.64 470.39 Fixation 1082363436 Scene
8 5 457.79 307.73 941.12 471.11 Fixation 1082380055 Scene
9 5 460.74 308.03 NaN NaN Blink 1082396585 NA
9 5 343.29 411.66 NaN NaN Blink 1082413188 NA
10 6 428.01 -79.28 NaN NaN Blink 1082429837 NA
10 6 688.97 1119.6 NaN NaN Blink 1082446390 NA
10 6 468.6 291.15 NaN NaN Blink 1082463021 NA
11 7 470.15 292.67 NaN NaN Blink 1082479516 NA
11 7 470.42 295.82 948.63 473.61 Fixation 1082496094 Scene
12 8 469.24 297.69 946.92 481.27 Fixation 1082512675 Scene
13 9 469.17 296.67 938.32 482.53 Fixation 1082529395 Scene
13 9 470.47 297.51 939.43 483.26 Fixation 1082546063 Scene
14 10 470.19 298.16 942.57 478.97 Fixation 1082562808 Scene
14 10 470.45 295.45 942.75 476.42 Fixation 1082579091 Scene
14 10 470.11 294.31 942.42 475.36 Fixation 1082595674 Scene
15 10 469.47 290.25 942.53 463.99 Fixation 1082612446 Scene
15 10 470.22 288.72 943.02 462.69 Fixation 1082628990 Scene
16 11 470.36 287.32 934.11 464.69 Fixation 1082645540 Scene
16 11 470.44 283.64 933.97 461.25 Fixation 1082662101 Scene
17 12 471.19 281.31 931.54 459.3 Fixation 1082678863 Scene
17 12 472.2 280.43 932.48 458.39 Fixation 1082695342 Scene
18 13 473.58 279.76 935.61 458.15 Fixation 1082712041 Scene
19 14 475.98 277.6 945.84 459.83 Fixation 1082728440 Scene
19 14 477.82 278.83 NaN NaN Saccade 1082745183 NA
20 15 481.45 279.22 NaN NaN Saccade 1082761803 NA
20 15 495.65 271.68 NaN NaN Saccade 1082778269 NA
21 15 499.1 271.02 NaN NaN Saccade 1082794924 NA
21 15 503.2 272.58 967.06 444.42 Fixation 1082811452 Scene
21 15 504.97 273.71 968.57 445.56 Fixation 1082828224 Scene
22 16 506.38 274.23 969.96 446.47 Fixation 1082844714 Scene
22 16 508.95 275.44 972.03 447.46 Fixation 1082861284 Scene
23 17 510.27 276.51 1000.81 428.26 Fixation 1082877915 Scene
23 17 511.19 277.67 1000.2 430.25 Fixation 1082894568 Scene
24 18 512.74 278.75 978.98 442.99 Fixation 1082911238 Scene
24 18 512.92 279.49 979.26 443.68 Fixation 1082927742 Scene
25 19 513.91 280.95 974.88 447.65 Fixation 1082944313 Scene
25 19 513.07 281.93 974.04 448.6 Fixation 1082960951 Scene
26 20 513.18 283.4 979.29 452.22 Fixation 1082977545 Scene
26 20 513.35 284.53 979.13 453.36 Fixation 1082994062 Scene
27 20 512.42 283.82 986.21 449.46 Fixation 1083010631 Scene
28 21 513.33 284.65 983.56 456.55 Fixation 1083027347 Scene
28 21 513.8 284.76 983.91 456.67 Fixation 1083043882 Scene
28 21 514.5 284.81 984.46 456.74 Fixation 1083060594 Scene
29 22 513.63 285.31 978.97 461.56 Fixation 1083077046 Scene
29 22 514.91 286.71 980.3 462.56 Fixation 1083093562 Scene
30 23 513.96 287.91 NaN NaN Saccade 1083110139 NA
30 23 493.09 293.15 NaN NaN Saccade 1083126814 NA
31 24 476.64 298.95 NaN NaN Saccade 1083143267 NA
32 25 475.78 298.23 940.53 476.69 Fixation 1083159888 Scene
32 25 474.17 296.61 938.96 475.17 Fixation 1083176486 Scene
32 25 473.62 295.18 938.41 473.83 Fixation 1083193127 Scene
33 25 471.67 294.91 924.33 480.36 Fixation 1083209619 Scene
34 26 470.94 292.22 934.47 464.19 Fixation 1083226311 Scene
34 26 470.25 290.32 933.74 462.57 Fixation 1083242982 Scene
34 26 469.39 287.81 932.82 460.44 Fixation 1083259542 Scene
35 27 468.27 286.11 925.32 460.11 Fixation 1083276115 Scene
35 27 467.7 284.57 924.73 458.66 Fixation 1083292712 Scene
36 28 467.53 284.23 922.4 457.53 Fixation 1083309274 Scene
36 28 468.07 283.43 922.98 456.69 Fixation 1083325885 Scene
37 29 468.02 282.96 908.16 461.72 Fixation 1083342486 Scene
38 30 468.31 282.88 917.65 459.3 Fixation 1083359097 Scene
38 30 469.55 282.36 918.86 458.74 Fixation 1083375609 Scene
38 30 469.84 281.83 919.13 458.2 Fixation 1083392264 Scene
39 30 470.64 281.78 928.41 460.73 Fixation 1083408858 Scene
39 30 469.46 282.86 927.71 462.08 Fixation 1083425390 Scene
40 31 465.3 285.88 920.51 464.91 Fixation 1083442009 Scene
40 31 467.44 284.39 922.63 463.32 Fixation 1083458605 Scene
41 32 468.13 285.68 927.25 465.83 Fixation 1083475237 Scene
41 32 469.54 286.74 928.66 466.8 Fixation 1083491897 Scene
42 33 469.72 288.26 926.25 463.94 Fixation 1083508456 Scene
42 33 470.98 288.96 934.31 459.91 Fixation 1083525185 Scene
43 34 471.91 288.86 938.34 472 Fixation 1083541831 Scene
44 35 472.02 288.38 939.34 476.42 Fixation 1083558314 Scene
44 35 472.99 289.12 940.18 476.99 Fixation 1083574977 Scene
44 35 472.82 288.01 939.96 476.13 Fixation 1083591365 Scene
45 35 473.21 288.19 934.69 477.95 Fixation 1083607980 Scene
45 35 473.39 288.36 934.87 478.1 Fixation 1083624858 Scene
46 36 473.44 286.21 936.37 468.93 Fixation 1083641310 Scene
46 36 472.77 284.25 935.65 467.14 Fixation 1083657809 Scene
47 37 472.5 284.84 929.83 473.22 Fixation 1083674465 Scene
47 37 471.85 282 930.26 469.84 Fixation 1083691014 Scene
48 38 470.24 280.87 943.83 454.24 Fixation 1083707505 Scene
49 39 469.03 277.37 930.18 453.73 Fixation 1083724344 Scene
49 39 467.35 275.73 928.57 452.19 Fixation 1083740920 Scene
49 39 466.92 273.9 928.16 450.43 Fixation 1083757587 Scene
50 40 465.76 271.77 930.4 448.15 Fixation 1083774173 Scene
51 40 464.52 271.27 902.47 463.52 Fixation 1083790565 Scene
51 40 464.68 272.28 903.12 464.12 Fixation 1083807137 Scene
51 40 464.18 273.46 903.12 464.92 Fixation 1083823771 Scene
52 41 464.32 274.77 928.81 449.51 Fixation 1083840569 Scene
52 41 464.47 277.58 929.12 452.09 Fixation 1083857039 Scene
53 42 464.44 279.63 923.17 456.23 Fixation 1083873707 Scene
53 42 464.42 281.11 923.22 457.65 Fixation 1083890195 Scene
54 43 464.36 283.97 927.44 461.7 Fixation 1083906869 Scene
54 43 464.14 285.93 927.22 463.58 Fixation 1083923471 Scene
55 44 464.14 288.93 927.97 467.51 Fixation 1083940045 Scene
55 44 464.71 289.32 928.5 467.91 Fixation 1083956713 Scene
56 45 464.93 289.19 923.11 475.3 Fixation 1083973304 Scene
57 45 465.86 289.21 927.31 465.66 Fixation 1083989667 Scene
57 45 465.77 289.43 NaN NaN Saccade 1084006237 NA
57 45 469.74 289.5 NaN NaN Saccade 1084023041 NA
58 46 494 286.02 NaN NaN Saccade 1084039640 NA
58 46 497.48 285.8 NaN NaN Saccade 1084056193 NA
59 47 497.89 284.46 950.17 461.34 Fixation 1084072840 Scene
59 47 497.47 283.38 949.57 460.43 Fixation 1084089312 Scene
60 48 496.77 280.58 952.95 454.47 Fixation 1084105876 Scene
60 48 496.43 280.56 952.63 454.46 Fixation 1084122766 Scene
61 49 496.07 278.37 954.48 449.95 Fixation 1084139184 Scene
61 49 495.92 277.13 954.13 448.87 Fixation 1084155824 Scene
62 50 496.01 276.98 944.95 459.26 Fixation 1084172426 Scene
62 50 495.73 276.77 944.74 459.07 Fixation 1084188956 Scene
63 50 495.79 277.01 942.7 458.25 Fixation 1084205421 Scene
63 50 496.3 276.75 943.18 457.98 Fixation 1084222165 Scene
64 51 497.27 276.08 945.53 453.14 Fixation 1084238872 Scene
64 51 497.32 275.88 945.58 452.95 Fixation 1084255444 Scene
65 52 498.61 276.72 948.88 452.65 Fixation 1084271883 Scene
65 52 498.88 277.48 949.14 453.36 Fixation 1084288358 Scene
66 53 500.38 279.29 949.72 454.79 Fixation 1084304993 Scene
66 53 501.76 280.31 951.01 455.75 Fixation 1084321656 Scene
67 54 502 280.12 955.65 450.36 Fixation 1084338446 Scene
67 54 503.42 279.59 957.03 449.8 Fixation 1084355099 Scene
68 55 504.54 279.55 NaN NaN Saccade 1084371514 NA
68 55 491.43 277.87 NaN NaN Saccade 1084388006 NA
69 55 486.88 276.89 NaN NaN Saccade 1084404640 NA
