frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 0 576.91 359 932.69 536.78 Fixation 913392734 Scene
0 0 573.96 356.05 930.53 533.52 Fixation 913409479 Scene
1 1 568.45 354.06 925.23 534.16 Fixation 913426261 Scene
2 2 564.45 354.93 918.92 537.05 Fixation 913442553 Scene
2 2 560.77 355.1 915.63 536.57 Fixation 913459282 Scene
2 2 557.78 354.96 912.99 535.91 Fixation 913475794 Scene
3 2 553.97 354.53 907.03 536.92 Fixation 913492540 Scene
4 3 552.18 355.88 905.08 541.46 Fixation 913508956 Scene
4 3 550.04 356.33 903.14 541.5 Fixation 913525556 Scene
5 4 547.58 357.7 NaN NaN Saccade 913542192 NA
5 4 555.84 359.57 NaN NaN Saccade 913558788 NA
6 5 571.6 359.31 NaN NaN Saccade 913575351 NA
6 5 570.54 360.28 915.53 556.04 Fixation 913592040 Scene
7 6 570.65 361.4 911.81 555.34 Fixation 913608579 Scene
7 6 569.32 362.91 910.36 556.48 Fixation 913625106 Scene
8 7 569.94 363.79 909.03 555.57 Fixation 913641926 Scene
8 7 570.03 364.08 909.06 555.85 Fixation 913658322 Scene
8 7 568.52 364.28 907.7 555.75 Fixation 913674946 Scene
9 7 569.54 363.78 905.07 552.41 Fixation 913691573 Scene
10 8 569.75 363.58 896.91 546.97 Fixation 913708211 Scene
10 8 568.73 363.63 896.02 546.82 Fixation 913724767 Scene
11 9 568.91 363.4 892.99 546.52 Fixation 913741247 Scene
11 9 570.17 363.45 894.06 546.8 Fixation 913757937 Scene
12 10 570.21 363.23 889.95 550.73 Fixation 913774642 Scene
12 10 571.43 360.62 NaN NaN Saccade 913791288 NA
13 11 565.86 360.12 NaN NaN Saccade 913807692 NA
13 11 496.1 355.35 NaN NaN Saccade 913824436 NA
14 12 426.66 353.03 NaN NaN Saccade 913840909 NA
14 12 418.56 352.45 NaN NaN Saccade 913857632 NA
14 12 418.43 350.76 746.39 519.88 Fixation 913874159 Scene
15 12 419.28 349.68 739.69 528.09 Fixation 913890686 Scene
15 12 421.33 348.26 742.11 527.04 Fixation 913907190 Scene
16 13 423.11 347.92 742.5 536.48 Fixation 913923940 Scene
17 14 425.42 348.39 751.07 537.74 Fixation 913940526 Scene
17 14 427.03 349.42 752.45 539.03 Fixation 913957073 Scene
18 15 430.31 349.62 744.79 542.56 Fixation 913973797 Scene
18 15 431.15 349.54 745.61 542.65 Fixation 913990394 Scene
19 16 434.05 349.72 741.68 549.25 Fixation 914006851 Scene
19 16 436.01 350.04 743.46 549.92 Fixation 914023353 Scene
20 17 438.64 350.09 NaN NaN Saccade 914040289 NA
20 17 413.38 352.49 NaN NaN Saccade 914056681 NA
20 17 333.2 357.82 NaN NaN Saccade 914073190 NA
21 17 313.37 357.01 NaN NaN Saccade 914090048 NA
21 17 313.25 352.88 625.54 528.59 Fixation 914106369 Scene
22 18 313.4 348.88 629.19 518.91 Fixation 914123018 Scene
23 19 314.69 344.11 637.95 513.51 Fixation 914139720 Scene
23 19 314.43 338.82 638.5 508.14 Fixation 914156315 Scene
24 20 315.97 332.8 653.29 495.47 Fixation 914172846 Scene
24 20 317.28 330.32 654.98 493.18 Fixation 914189523 Scene
25 21 318.23 324.33 662.79 488.95 Fixation 914205971 Scene
25 21 318.66 320.28 663.87 484.9 Fixation 914222695 Scene
26 22 319.64 316.93 674.37 473.27 Fixation 914239353 Scene
26 22 323.04 313.44 678.41 470.52 Fixation 914255955 Scene
26 22 323.8 311.54 679.49 468.8 Fixation 914272525 Scene
27 22 325.87 310.34 687.25 469.11 Fixation 914288974 Scene
27 22 328.31 308.29 690.01 467.34 Fixation 914305562 Scene
28 23 330.96 306.03 698.92 469.57 Fixation 914322122 Scene
29 24 333.05 306.04 696.23 460.52 Fixation 914338850 Scene
29 24 334.33 304.43 697.74 459.13 Fixation 914355413 Scene
30 25 334.53 305.31 693.32 457.51 Fixation 914372046 Scene
30 25 335.72 307.73 NaN NaN Saccade 914388663 NA
30 25 383.94 317.79 NaN NaN Saccade 914405126 NA
31 26 515.65 335.54 NaN NaN Saccade 914421827 NA
31 26 576.09 342.08 NaN NaN Saccade 914438457 NA
32 27 573.85 344.75 917.57 524.77 Fixation 914455139 Scene
32 27 571.5 346.59 915.01 526.21 Fixation 914471661 Scene
33 27 566.78 348.85 905.44 520.68 Fixation 914488392 Scene
34 28 564.32 349.65 903.28 522.61 Fixation 914504681 Scene
34 28 560.25 351.09 899.2 523.46 Fixation 914521310 Scene
35 29 557.7 352.33 886.9 523.18 Fixation 914538098 Scene
35 29 555.14 352.48 884.4 522.92 Fixation 914554569 Scene
35 29 554.25 353.91 883.27 524.16 Fixation 914571164 Scene
36 30 553.88 355.38 880.8 525.81 Fixation 914587703 Scene
37 31 553.55 356.59 877.25 527.45 Fixation 914604360 Scene
37 31 554.04 356.54 877.72 527.47 Fixation 914621073 Scene
37 31 554.66 357.76 878.11 528.76 Fixation 914637655 Scene
38 32 556.97 361.21 875.77 534.89 Fixation 914654180 Scene
38 32 558.17 361.85 876.82 535.7 Fixation 914670656 Scene
39 32 559.8 363.19 883.08 539.32 Fixation 914687310 Scene
39 32 562.7 366.58 885.52 543.08 Fixation 914703940 Scene
40 33 564.47 369.56 879.73 552.63 Fixation 914720807 Scene
41 34 566.44 370.75 877.49 558.3 Fixation 914737098 Scene
41 34 570.3 374.34 880.52 562.34 Fixation 914753802 Scene
41 34 572.4 377.38 881.98 565.59 Fixation 914770421 Scene
42 35 575.41 378.49 880.69 574.61 Fixation 914787004 Scene
42 35 577.67 380.03 882.52 576.43 Fixation 914803359 Scene
43 36 580.99 382.69 886.08 583.51 Fixation 914819969 Scene
44 37 582.97 383.94 907.36 608 Fixation 914837454 Scene
44 37 587 383.58 911.64 608.34 Fixation 914853286 Scene
44 37 589.13 384.13 913.82 609.34 Fixation 914869763 Scene
45 37 591.21 383 892.69 590.82 Fixation 914886524 Scene
45 37 593.75 383.47 894.86 591.47 Fixation 914902939 Scene
46 38 595.52 383.6 NaN NaN Saccade 914919697 NA
46 38 576.28 378.96 NaN NaN Saccade 914936376 NA
47 39 497.45 358.9 NaN NaN Saccade 914952839 NA
48 40 428.12 363.22 NaN NaN Saccade 914969527 NA
48 40 417.21 360.24 NaN NaN Saccade 914986046 NA
48 40 416.63 356.61 733.03 554 Fixation 915002665 Scene
49 41 417.54 352.69 732.57 554.21 Fixation 915019218 Scene
50 42 417.65 348.8 738.81 553.88 Fixation 915036860 Scene
50 42 417.72 344.49 739.61 549.6 Fixation 915052517 Scene
