frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 -15 579.99 432.39 NaN NaN Fixation 576203261 NA
1 -14 580.77 433.56 NaN NaN Fixation 576219841 NA
1 -14 582.36 434.01 NaN NaN Fixation 576236346 NA
2 -14 583.62 431.68 NaN NaN Fixation 576252908 NA
2 -14 587.63 432.58 NaN NaN Fixation 576269448 NA
3 -13 589.77 432.77 NaN NaN Fixation 576286155 NA
3 -13 593.25 430.99 NaN NaN Fixation 576302730 NA
3 -13 596.12 429.33 NaN NaN Fixation 576319295 NA
4 -12 597.4 428.23 NaN NaN Fixation 576335974 NA
5 -11 599.22 429.42 NaN NaN Fixation 576352545 NA
5 -11 599.99 428.64 NaN NaN Fixation 576369167 NA
6 -10 600.5 426.52 NaN NaN Fixation 576385699 NA
6 -10 600.07 425.6 NaN NaN Fixation 576402397 NA
7 -9 599.95 425.98 NaN NaN Fixation 576418977 NA
7 -9 598.15 424.31 NaN NaN Fixation 576435544 NA
8 -9 595.06 419.81 NaN NaN Fixation 576452092 NA
8 -9 595.49 418.63 NaN NaN Fixation 576468585 NA
9 -8 595.08 418.3 NaN NaN Fixation 576485313 NA
9 -8 593.38 416.23 NaN NaN Fixation 576501871 NA
10 -7 592.79 414.52 NaN NaN Fixation 576518543 NA
10 -7 593.63 412.55 NaN NaN Fixation 576535082 NA
11 -6 594.58 409.41 NaN NaN Fixation 576551677 NA
11 -6 596.42 405.34 NaN NaN Fixation 576568229 NA
12 -5 593.98 403.99 NaN NaN Saccade 576584922 NA
12 -5 514.7 424.88 NaN NaN Saccade 576601405 NA
13 -4 414.3 451.06 NaN NaN Saccade 576617975 NA
13 -4 313.83 476.83 NaN NaN Saccade 576634592 NA
14 -4 208.12 507.54 NaN NaN Saccade 576651252 NA
14 -4 100.86 538.92 NaN NaN Saccade 576667768 NA
15 -3 -13.66 577.7 NaN NaN Saccade 576684385 NA
15 -3 -120.3 618.87 NaN NaN Saccade 576701083 NA
16 -2 -192.65 648.9 NaN NaN Saccade 576717680 NA
16 -2 -164.35 639.97 NaN NaN Saccade 576734150 NA
17 -1 -133.25 565.01 NaN NaN Saccade 576750798 NA
17 -1 -102.23 557.08 NaN NaN Saccade 576767363 NA
18 -0 -40.5 603.21 NaN NaN Saccade 576784067 NA
18 -0 -12.85 594.28 NaN NaN Saccade 576800622 NA
19 1 4.27 589.24 NaN NaN Saccade 576817165 NA
