frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 0 510.32 260.89 NaN NaN Blink 2359611763 NA
1 1 488.86 253.04 NaN NaN Blink 2359628377 NA
1 1 443.04 254.68 NaN NaN Blink 2359645060 NA
2 2 392.97 226.4 NaN NaN Blink 2359661547 NA
2 2 NaN NaN NaN NaN Blink 2359678147 NA
3 2 NaN NaN NaN NaN Blink 2359694798 NA
3 2 NaN NaN NaN NaN Blink 2359711390 NA
4 3 NaN NaN NaN NaN Blink 2359728070 NA
4 3 NaN NaN NaN NaN Blink 2359744569 NA
4 3 NaN NaN NaN NaN Blink 2359761180 NA
5 4 NaN NaN NaN NaN Blink 2359777824 NA
6 5 NaN NaN NaN NaN Blink 2359794448 NA
6 5 NaN NaN NaN NaN Blink 2359811072 NA
7 6 NaN NaN NaN NaN Blink 2359827586 NA
7 6 NaN NaN NaN NaN Blink 2359844139 NA
8 7 NaN NaN NaN NaN Blink 2359860819 NA
8 7 NaN NaN NaN NaN Blink 2359877403 NA
9 7 NaN NaN NaN NaN Blink 2359893963 NA
9 7 NaN NaN NaN NaN Blink 2359910566 NA
10 8 NaN NaN NaN NaN Blink 2359927178 NA
10 8 NaN NaN NaN NaN Blink 2359943638 NA
11 9 NaN NaN NaN NaN Blink 2359960330 NA
11 9 NaN NaN NaN NaN Blink 2359976892 NA
12 10 NaN NaN NaN NaN Blink 2359993555 NA
12 10 NaN NaN NaN NaN Blink 2360010139 NA
13 11 NaN NaN NaN NaN Blink 2360026762 NA
13 11 481.27 250.57 NaN NaN Blink 2360043354 NA
14 12 495.99 277.45 NaN NaN Blink 2360060029 NA
14 12 527.27 272.87 NaN NaN Blink 2360076502 NA
15 12 526.6 275.78 NaN NaN Blink 2360093264 NA
15 12 527.04 280.64 949.32 441.19 Fixation 2360109707 Scene
16 13 528.45 283.2 954.84 457.67 Fixation 2360126270 Scene
16 13 532.04 289.12 956.85 465.73 Fixation 2360142974 Scene
17 14 536.2 285.07 963.24 461.93 Fixation 2360159552 Scene
17 14 535.89 276.06 964.64 452.36 Fixation 2360176203 Scene
18 15 535.85 274.27 966.54 439.84 Fixation 2360192675 Scene
18 15 536.88 272.23 967.99 437.26 Fixation 2360209308 Scene
19 16 539.28 271.93 974.4 454.56 Fixation 2360225967 Scene
19 16 536.39 269.93 971.14 452.53 Fixation 2360242427 Scene
20 16 539.1 271.43 971.7 459.21 Fixation 2360259086 Scene
20 16 540.2 267.05 973.52 454.38 Fixation 2360275659 Scene
21 17 537 271.43 966.53 461.59 Fixation 2360292211 Scene
21 17 534.87 265.74 965.63 454.61 Fixation 2360308737 Scene
22 18 539.22 268.47 982.43 458.76 Fixation 2360325558 Scene
22 18 538.49 265.48 990.41 458.76 Fixation 2360342060 Scene
23 19 537.84 264.17 960.8 468.44 Fixation 2360358676 Scene
23 19 538.83 259.9 963.06 463.02 Fixation 2360375188 Scene
24 20 539.11 261.7 958.67 463.88 Fixation 2360391712 Scene
24 20 538.02 261.13 957.84 463.31 Fixation 2360408481 Scene
25 21 539.92 258.08 964.38 467.17 Fixation 2360424998 Scene
25 21 541.69 257.04 966.35 466.06 Fixation 2360441677 Scene
26 21 540.48 250.36 963.03 456.82 Fixation 2360458197 Scene
26 21 542.56 249.7 965.32 456.16 Fixation 2360474824 Scene
27 22 540.27 245.79 969.23 451.56 Fixation 2360491380 Scene
27 22 544.56 242.95 NaN NaN Saccade 2360508132 NA
28 23 547.3 250.26 NaN NaN Saccade 2360524663 NA
28 23 588.43 265.32 NaN NaN Saccade 2360541168 NA
29 24 598.05 256.79 NaN NaN Saccade 2360557812 NA
29 24 600.8 259.25 1028.6 463.58 Fixation 2360574444 Scene
30 25 601.02 262.37 1012.37 476.99 Fixation 2360591020 Scene
30 25 599.65 260 1012.38 474.08 Fixation 2360607547 Scene
31 25 603.61 262.26 1049.53 479.39 Fixation 2360624127 Scene
31 25 605.66 266.96 1053.49 488.7 Fixation 2360640810 Scene
32 26 607.96 267.93 1025.89 465.37 Fixation 2360657408 Scene
32 26 606.54 267.23 1031.46 468.15 Fixation 2360673930 Scene
33 27 598.67 256.01 1016.13 462.92 Fixation 2360690461 Scene
33 27 605.54 265.56 1031.88 474.08 Fixation 2360707129 Scene
34 28 605.24 263.9 1036.14 475.82 Fixation 2360723716 Scene
34 28 604.63 266.24 1035.36 478.24 Fixation 2360740329 Scene
34 28 613.58 275.82 1045.07 488.66 Fixation 2360756930 Scene
35 29 607.4 263.39 1034.91 476.09 Fixation 2360773549 Scene
36 30 604.76 261.44 1038.22 502.64 Fixation 2360790093 Scene
36 30 606.16 265.13 1039.01 507.78 Fixation 2360806755 Scene
37 30 611.02 270 1053.58 504.37 Fixation 2360823277 Scene
37 30 601.79 253.85 1044.32 485.64 Fixation 2360840001 Scene
38 31 600.32 252.78 1026.1 489.21 Fixation 2360856447 Scene
38 31 616.71 264.37 1041.46 502.92 Fixation 2360873053 Scene
39 32 624.19 274.19 1030.25 509.36 Fixation 2360889585 Scene
39 32 627.8 203.46 1052.31 435.82 Fixation 2360906261 Scene
40 33 610.06 248.84 1037.07 487.52 Fixation 2360922924 Scene
40 33 634.49 190.89 1068.67 426.56 Fixation 2360939508 Scene
41 34 603.79 236.73 1022.56 470.44 Fixation 2360956122 Scene
41 34 615.08 241.72 1031.71 475.7 Fixation 2360972675 Scene
42 35 634.96 179.7 1066.46 412.87 Fixation 2360989209 Scene
42 35 646.75 160.81 NaN NaN Saccade 2361005893 NA
42 35 613.08 171.47 NaN NaN Saccade 2361022447 NA
43 35 534.76 216.56 NaN NaN Saccade 2361039054 NA
44 36 533.01 224.81 NaN NaN Saccade 2361055639 NA
44 36 529.19 221.81 955.89 440.37 Fixation 2361072294 Scene
45 37 530.63 219.1 954.69 437.14 Fixation 2361088834 Scene
45 37 532.22 220.33 956.03 438.78 Fixation 2361105380 Scene
46 38 535.51 225.75 963.46 435.99 Fixation 2361122026 Scene
46 38 526.9 221.22 955.57 430.74 Fixation 2361138608 Scene
47 39 531.49 223.7 958.93 430.96 Fixation 2361155314 Scene
47 39 540.51 232.52 968.03 440.19 Fixation 2361171807 Scene
47 39 525.47 220.47 952.67 427.62 Fixation 2361188332 Scene
47 39 541.78 240.52 NaN NaN Saccade 2361205020 NA
47 39 534.47 231.17 NaN NaN Saccade 2361221705 NA
48 39 525.24 228.65 NaN NaN Saccade 2361238219 NA
49 40 526.16 229.95 945.46 436.78 Fixation 2361254806 Scene
49 40 522.75 229.94 941.79 436.8 Fixation 2361271409 Scene
50 41 529.28 237.67 940.74 452.18 Fixation 2361288073 Scene
50 41 528.23 238.83 939.33 453.53 Fixation 2361304559 Scene
51 42 530.52 243.41 934.39 463.59 Fixation 2361321164 Scene
51 42 532.7 242.39 936.95 462.35 Fixation 2361337745 Scene
52 43 536.82 232.5 942.28 448.15 Fixation 2361354442 Scene
52 43 541.2 231.57 947.17 447.05 Fixation 2361371050 Scene
53 44 547.38 233.93 948.29 451.98 Fixation 2361387533 Scene
53 44 542.19 244.24 NaN NaN Saccade 2361404062 NA
53 44 539.92 219.41 NaN NaN Saccade 2361420775 NA
54 44 574.31 215.84 NaN NaN Saccade 2361437432 NA
55 45 588.35 233.31 986.14 453.47 Fixation 2361453925 Scene
55 45 576.93 212.44 977.06 429.7 Fixation 2361470531 Scene
56 46 578.55 207.49 987.31 427.68 Fixation 2361487186 Scene
56 46 581.89 213.42 987.77 433.61 Fixation 2361503703 Scene
57 47 579.29 207.32 996.7 418.75 Fixation 2361520291 Scene
57 47 571.58 225.27 976.69 444.14 Fixation 2361536862 Scene
58 48 573.81 225.51 NaN NaN Blink 2361553639 NA
58 48 578.06 231.69 NaN NaN Blink 2361570179 NA
59 48 582.5 244.94 NaN NaN Blink 2361586822 NA
59 48 542.67 220.72 NaN NaN Blink 2361603188 NA
60 49 470.4 189.48 NaN NaN Blink 2361619889 NA
60 49 NaN NaN NaN NaN Blink 2361636577 NA
61 50 NaN NaN NaN NaN Blink 2361653210 NA
61 50 NaN NaN NaN NaN Blink 2361669666 NA
62 51 NaN NaN NaN NaN Blink 2361686324 NA
62 51 NaN NaN NaN NaN Blink 2361702825 NA
63 52 NaN NaN NaN NaN Blink 2361719500 NA
63 52 NaN NaN NaN NaN Blink 2361736032 NA
