frame_etg frame_gar X Y X_gar Y_gar event_type code loc
0 -6 542.59 297.34 NaN NaN Fixation 630235454 NA
1 -5 543.71 293.59 NaN NaN Fixation 630252062 NA
1 -5 544.04 292.5 NaN NaN Fixation 630268514 NA
2 -4 543.83 289.5 NaN NaN Fixation 630285053 NA
2 -4 543.62 289.14 NaN NaN Fixation 630301616 NA
3 -3 543.68 288.66 NaN NaN Fixation 630318192 NA
3 -3 542.54 288.23 NaN NaN Saccade 630334854 NA
4 -1 515.09 307.58 NaN NaN Saccade 630351404 NA
4 -1 500.38 318.64 NaN NaN Saccade 630368025 NA
5 0 500.14 319.41 868.37 473.37 Fixation 630384691 Scene
5 0 499.57 318.41 867.74 472.41 Fixation 630401265 Scene
6 1 497.72 315.98 862.57 473.05 Fixation 630417803 Scene
6 1 498.2 315.8 863.06 472.83 Fixation 630434517 Scene
6 1 496.78 314.43 861.56 471.53 Fixation 630451116 Scene
7 3 496.87 315.05 862.89 468.95 Fixation 630467731 Scene
8 4 497 313.73 839.6 486.1 Fixation 630484279 Scene
8 4 497.15 313.81 839.74 486.18 Fixation 630500831 Scene
9 5 496.81 311.36 871.23 464.99 Fixation 630517382 Scene
9 5 497.13 311.61 871.58 465.22 Fixation 630533989 Scene
10 6 497.13 311.19 870.05 469.54 Fixation 630550555 Scene
10 6 496.89 311.24 869.8 469.61 Fixation 630567146 Scene
11 8 496.61 309.59 864.41 471 Fixation 630583938 Scene
11 8 497.5 308.66 865.29 470.01 Fixation 630600544 Scene
12 9 495.79 305.92 861.58 467.76 Fixation 630616925 Scene
12 9 495.89 306.2 861.69 468.03 Fixation 630633592 Scene
13 10 495.23 305.73 859.38 468.92 Fixation 630650235 Scene
13 10 495.93 306.01 860.11 469.15 Fixation 630666838 Scene
14 11 496.68 305.63 858.83 469.71 Fixation 630683356 Scene
14 11 497.07 306.7 859.26 470.78 Fixation 630699983 Scene
15 11 497.49 307.73 870.06 468.11 Fixation 630716550 Scene
15 11 498.32 309.13 871.02 469.47 Fixation 630733221 Scene
16 12 497.56 308.59 863.66 469.07 Fixation 630749843 Scene
16 12 497.45 310.6 863.69 471.12 Fixation 630766409 Scene
17 13 497.42 309.6 867.82 466.77 Fixation 630782945 Scene
17 13 495.97 310.35 866.36 467.61 Fixation 630799685 Scene
18 14 495.75 312.01 860 473.89 Fixation 630816172 Scene
18 14 495.81 312.33 860.06 474.21 Fixation 630832613 Scene
19 15 494.33 312.56 861.11 472.93 Fixation 630849451 Scene
19 15 494.03 312.39 860.81 472.78 Fixation 630866025 Scene
20 15 493.31 310.94 882.04 471.57 Fixation 630882600 Scene
20 15 491.62 310.2 NaN NaN Blink 630899103 NA
21 16 491.95 312.11 NaN NaN Blink 630915715 NA
21 16 500.94 314.46 NaN NaN Blink 630932310 NA
21 16 519.35 305.48 NaN NaN Blink 630948988 NA
22 17 528.66 276.79 NaN NaN Blink 630965619 NA
23 18 573.42 284.5 NaN NaN Blink 630982343 NA
23 18 NaN NaN NaN NaN Blink 630998788 NA
23 18 616.19 297.5 NaN NaN Blink 631015353 NA
24 19 637.24 278.89 NaN NaN Blink 631031999 NA
25 19 635.07 267.28 NaN NaN Blink 631048561 NA
25 19 639.92 257.02 NaN NaN Blink 631065136 NA
26 20 635.01 248.35 NaN NaN Blink 631081736 NA
26 20 635.43 249.26 990.94 411.47 Fixation 631098238 Scene
27 21 632.62 247.55 993.82 403.84 Fixation 631114754 Scene
27 21 636.1 247.11 997.23 403.23 Fixation 631131386 Scene
28 22 634.59 245.47 996.28 403.59 Fixation 631147985 Scene
28 22 636.03 245.99 997.7 404.09 Fixation 631164596 Scene
29 22 633.97 244.89 990.93 403.46 Fixation 631181113 Scene
29 22 634.51 244.05 991.5 402.56 Fixation 631197738 Scene
29 22 635.48 245.28 992.4 403.8 Fixation 631214347 Scene
30 23 634.83 245.45 1004.25 395.82 Fixation 631230971 Scene
31 24 636.04 244.62 1003.86 396.51 Fixation 631247486 Scene
31 24 637.42 246.05 1005.28 397.81 Fixation 631264111 Scene
